claim_id  claim  label  claim_url  reason  categories  speaker  checker  tags  article_title  publish_date  claim_date
22   Dr. Dean Lorich, Who Exposed Clinton Foundation Haiti Response, Found Dead   Truth! and Fiction!   https://www.truthorfiction.com/dr-dean-lorich-exposed-clinton-foundation-haiti-response-found-dead-truth-fiction/   None   9-11-attack   None   None   ['clinton foundation', 'conspiracy', 'haiti', 'hillary clinton']   Dr. Dean Lorich, Who Exposed Clinton Foundation Haiti Response, Found Dead   Dec 14, 2017   None
23   House Bill Would Charge Veterans For GI Bill Benefits   Truth! & Outdated!   https://www.truthorfiction.com/house-bill-charge-veterans-gi-benefits/   None   9-11-attack   None   None   None   House Bill Would Charge Veterans For GI Benefits   Dec 11, 2017   None
24   Sen. Chuck Schumer Had Affair With High School Cheerleader   Fiction!   https://www.truthorfiction.com/chuck-schumer-had-affair-with-high-school-cheerleader/   None   9-11-attack   None   None   None   Chuck Schumer Had Affair With High School Cheerleader   Dec 11, 2017   None
25   Tax Reform Cuts Medicare, Medicaid, Social Security, Adds $2.4 Trillion to Federal Debt   Disputed!   https://www.truthorfiction.com/tax-reform-cuts-medicare-medicaid-social-security/   None   9-11-attack   None   None   ['congress', 'government spending', 'medicare', 'social security']   Tax Reform Cuts Medicare, Medicaid, Social Security   Dec 7, 2017   None
26   Queen Elizabeth Removes Obamas from Royal Wedding Guest List   Fiction!   https://www.truthorfiction.com/queen-elizabeth-removes-obamas-royal-wedding-guest-list/   None   9-11-attack   None   None   ['donald trump', 'foreign leaders', 'Royal Family', 'the obamas']   Queen Elizabeth Removes Obamas from Royal Wedding Guest List   Dec 7, 2017   None
27   World’s First Human Meat Restaurant Opens in Tokyo   Fiction!   https://www.truthorfiction.com/worlds-first-human-meat-restaurant-opens-tokyo/   None   9-11-attack   None   None   None   World’s First Human Meat Restaurant Opens in Tokyo   Dec 5, 2017   None
28   Hate Crimes Dropped Against Black Lives Matter Kidnappers   Fiction!   https://www.truthorfiction.com/hate-crimes-dropped-black-lives-matter-kidnappers/   None   9-11-attack   None   None   ['black lives matter', 'chicago', 'criminal justice']   Hate Crimes Dropped Against Black Lives Matter Kidnappers   Nov 30, 2017   None
29   Joe Biden: Texas Church Shooting Hero Shouldn’t Have Owned Gun      https://www.truthorfiction.com/joe-biden-texas-church-shooting-hero-shouldnt-owned-gun/   None   9-11-attack   None   None   ['guns', 'joe biden', 'mass shooting']   Joe Biden: Texas Church Shooting Hero Shouldn’t Have Owned Gun   Nov 14, 2017   None
30   New Jersey’s First Muslim Mayor Vows to “Glorify Allah” in Every Decision   Fiction!   https://www.truthorfiction.com/new-jerseys-first-muslim-mayor-vows-to-glorify-allah/   None   9-11-attack   None   None   None   New Jersey’s First Muslim Mayor Vows to “Glorify Allah” in Every Decision   Nov 13, 2017   None
31   Army Sgt. La David T. Johnson Was a Deserter Before His Death in Nigeria   Fiction!   https://www.truthorfiction.com/la-david-t-johnson-deserted-before-death-niger-deat/   None   9-11-attack   None   None   None   Army Sgt. La David T. Johnson Was a Deserter Before His Death in Nigeria   Oct 27, 2017   None
32   “NFL Role Models” Email Takes Aim at NFL Player’s Character, Records      https://www.truthorfiction.com/nfl-role-models-email-takes-aim-at-nfl-players-character-records/   None   9-11-attack   None   None   ['National Anthem', 'nfl', 'protests']   “NFL Role Models” Email Takes Aim at NFL Player’s Character, Records   Oct 25, 2017   None
33   “Do Black Lives Matter” Commentary by L. Todd Wood   Incorrect Attribution!   https://www.truthorfiction.com/do-black-lives-matter-by-l-todd-wood/   None   9-11-attack   None   None   None   “Do Black Lives Matter?” Commentary by L. Todd Wood   Oct 23, 2017   None
34   Fun Facts About the NFL’s Stance on Free Speech   Truth! & Fiction!   https://www.truthorfiction.com/fun-facts-about-the-nfl-free-speech/   None   9-11-attack   None   None   None   Fun Facts About the NFL’s Stance on Free Speech   Oct 13, 2017   None
35   Hobby Lobby Refuses to Sell Jewish Holiday Items, Cater to Jewish Customers   Outdated!   https://www.truthorfiction.com/hobby-lobby-refuses-to-sell-jewish-holiday-items/   None   9-11-attack   None   None   ['business', 'christianity', 'Christmas', 'Judaism']   Hobby Lobby Refuses to Sell Jewish Holiday Items or Cater to Jewish People   Oct 11, 2017   None
36   Jerry Jones: Dallas Cowboys Players Protesting National Anthem Will Be Benched   Truth!   https://www.truthorfiction.com/jerry-jones-dallas-cowboys-players-protesting-national-anthem-will-be-benched-truth/   None   9-11-attack   None   None   ['National Anthem', 'nfl', 'protests']   Jerry Jones: Dallas Cowboys Players Protesting National Anthem Will Be Benched   Oct 10, 2017   None
37   Member of Seattle Seahawks Burns American Flag in Locker Room   Fiction!   https://www.truthorfiction.com/member-of-seattle-seahawks-burns-american-flag-in-locker-room-fiction/   None   9-11-attack   None   None   ['American flag', 'National Anthem', 'nfl', 'protests']   Member of Seattle Seahawks Burns American Flag in Locker Room   Oct 9, 2017   None
38   “Why I left California” Commentary About “The Progressive Destruction of California”    Truth! & Fiction!   https://www.truthorfiction.com/why-i-left-california-commentary-about-the-progressive-destruction-of-california/   None   9-11-attack   None   None   ['california', 'government waste', 'liberal agenda', 'states']   “Why I left California” Commentary About “The Progressive Destruction of California”    Oct 6, 2017   None
39   Chilling Item Links Las Vegas Shooter Stephen Paddock’s Room Links to Barack Obama   Fiction!   https://www.truthorfiction.com/chilling-item-links-las-vegas-shooter-barack-obama/   None   9-11-attack   None   None   ['antifa', 'barack obama', 'conspiracy', 'mass shooting']   Chilling Item Links Las Vegas Shooter Stephen Paddock’s Room Links to Barack Obama   Oct 4, 2017   None
40   Flight Crew Takes Knee, Strands New Orleans Saints on Runway   Fiction!   https://www.truthorfiction.com/flight-crew-takes-knee-strands-new-orleans-saints-runway/   None   9-11-attack   None   None   ['fake news', 'nfl', 'protests']   Flight Crew Takes Knee, Strands New Orleans Saints on Runway   Oct 3, 2017   None
41   CEO Allan Jones Pulls Ads, NFL Loses First Sponsor   Truth! & Misleading!   https://www.truthorfiction.com/allan-jones-nfl-loses-first-sponsor/   None   9-11-attack   None   None   ['donald trump', 'National Anthem', 'nfl', 'protests']   CEO Allan Jones Pulls Ads, NFL Loses First Sponsor   Sep 29, 2017   None
42   NFL Rulebook Requires Players to Stand for National Anthem   Mostly Fiction!   https://www.truthorfiction.com/nfl-rulebook-prohibits-national-anthem-protests/   None   9-11-attack   None   None   ['donald trump', 'National Anthem', 'nfl', 'protests']   NFL Rulebook Requires Players to Stand for National Anthem   Sep 26, 2017   None
43   NFL Fines Pittsburgh Steelers $1 Million Each for Mission National Anthem   Fiction!   https://www.truthorfiction.com/nfl-fines-pittsburgh-steers-1-million-each-protest/   None   9-11-attack   None   None   None   NFL Fines Pittsburgh Steers $1 Million Each for Mission National Anthem   Sep 25, 2017   None
44   Buffalo Wild Wings Mutes National Anthem on 9/11, Says It’s too Controversial   Mostly Truth!   https://www.truthorfiction.com/buffalo-wild-wings-mutes-national-anthem/   None   9-11-attack   None   None   ['9/11', 'business', 'National Anthem', 'patriotism']   Buffalo Wild Wings Mutes National Anthem on 9/11, Says It’s too Controversial   Sep 20, 2017   None
45   Hurricane Harvey Flooding Uncovers Secret Stash of Obama Administration Ammo   Fiction!   https://www.truthorfiction.com/hurricane-harvey-flooding-secret-obama-ammo/   None   9-11-attack   None   None   ['barack obama', 'fake news', 'hurricane harvey', 'russia']   Hurricane Harvey Flooding Uncovers Secret Stash of Obama Administration Ammo   Sep 7, 2017   None
46   Maxine Waters: If North Korea Nukes Us, Trump Will Get Us Into A War   Fiction!   https://www.truthorfiction.com/maxine-waters-north-korea-nukes-us/   None   9-11-attack   None   None   ['congress', 'donald trump', 'Maxine Waters', 'north korea']   Maxine Waters: If North Korea Nukes Us, Trump Will Get Us Into A War   Sep 5, 2017   None
47   NFL Player Isaiah Crowell Posted Image of Police Officer Execution   Truth!   https://www.truthorfiction.com/isaiah-crowell-cop-killing-post/   None   9-11-attack   None   None   ['nfl', 'protests', 'social media', 'sports']   NFL Player Isaiah Crowell Posted Image of Police Officer Execution   Aug 28, 2017   None
48   Pepsi AIDS Alert: Worker Adds HIV-Positive Blood to Pepsi   Fiction!   https://www.truthorfiction.com/pepsi-worker-aids-hiv-warning/   None   9-11-attack   None   None   ['AIDS', 'Pepsi', 'warning']   AIDS Warning: Worker Adds HIV-Positive Blood to Pepsi   Aug 23, 2017   None
49   Starbucks Muslim Workers Slip Feces into Coffee, Spread Tuberculosis   Fiction!   https://www.truthorfiction.com/starbucks-muslim-workers-feces-fiction/   None   9-11-attack   None   None   ['donald trump', 'immigration', 'refugees', 'starbucks']   Starbucks Muslim Workers Slip Feces into Coffee, Spread Tuberculosis   Aug 14, 2017   None
50   Bill Clinton Gave North Korea Nuclear Reactors, $2 billion   Mostly Fiction!   https://www.truthorfiction.com/bill-clinton-gave-north-korea-nukes/   None   9-11-attack   None   None   ['bill clinton', 'north korea', 'nuclear']   Bill Clinton Gave North Korea $2 Billion, Two Nuclear Reactors   Aug 11, 2017   None
51   Starbucks “Dreamer Day” on August 11th Offers Free Products to Illegal Immigrants   Fiction!   https://www.truthorfiction.com/starbucks-dreamer-day-hoax/   None   9-11-attack   None   None   ['illegal aliens', 'immigration', 'liberal agenda', 'starbucks']   Starbucks “Dreamer Day” on August 11 Offers Free Products   Aug 7, 2017   None
52   President Trump Describes White House as “A Real Dump”   Disputed!   https://www.truthorfiction.com/trump-white-house-real-dump/   None   9-11-attack   None   None   ['donald trump', 'media', 'sports', 'white house']   President Trump Calls White House “A Real Dump”   Aug 3, 2017   None
53   Somali Muslims Take Over Small Tennessee Town, Terrify Christians   Outdated!   https://www.truthorfiction.com/somali-muslims-small-tennessee-town/   None   9-11-attack   None   None   None   Somali Muslims Take Over Small Tennessee Town, Terrify Christians   Jul 27, 2017   None
54   Trump White House, Obama White House Compared   Truth! & Fiction!   https://www.truthorfiction.com/trump-white-house-staff/   None   9-11-attack   None   None   ['barack obama', 'donald trump', 'government waste', 'melania trump', 'michelle obama', 'presidencies']   Trump White House, Obama White House Compared   Jul 20, 2017   None
55   CIA Agent Confesses on Deathbed: We Blew Up World Trade Center 7 on 9/11   Fiction!   https://www.truthorfiction.com/cia-agent-confesses-wtc7/   None   9-11-attack   None   None   ['9/11', 'CIA', 'conspiracy', 'terrorism']   CIA Agent Confesses on Death Bead: We Blew Up World Trade Center on 9/11   Jul 17, 2017   None
56   Clinton Foundation Witness Klaus Eberwein Found Dead   Truth! & Unproven!   https://www.truthorfiction.com/klaus-eberwein-found-dead-clinton-witness/   None   9-11-attack   None   None   ['bill clinton', 'clinton foundation', 'conspiracy theories', 'hillary clinton', 'the clintons']   Clinton Foundation Witness Klaus Eberwein Found Dead   Jul 17, 2017   None
57   Psychiatrist Dr. Keith Albow on President Trump’s Sanity: Trump is Stone Cold Sane   Authorship Confirmed!   https://www.truthorfiction.com/dr-keith-albow-trump-sane/   None   9-11-attack   None   None   None   Psychiatrist Dr. Keith Albow on President Trump’s Sanity   Jul 5, 2017   None
58   Congressman Trey Gowdy Found Beaten, Placed in Medically-Induced Coma   Fiction!   https://www.truthorfiction.com/trey-gowdy-found-beaten-coma/   None   9-11-attack   None   None   ['congress', 'hillary clinton', 'the clintons', 'trey gowdy']   Congressman Trey Gowdy Found Beaten, Placed in Medically-Induced Coma   Jun 30, 2017   None
59   Clinton Estate a Crime Scene, Steel Barrel Graves Found   Fiction!   https://www.truthorfiction.com/clinton-estate-steel-barrel-graves/   None   9-11-attack   None   None   ['bill clinton', 'conspiracy', 'hillary clinton', 'the clintons']   Clinton Estate a Crime Scene, Steel Barrel Graves Found   Jun 23, 2017   None
60   Alex Jones Appointed White House Press Secretary   Fiction!   https://www.truthorfiction.com/alex-jones-white-house-press-secretary/   None   9-11-attack   None   None   ['conspiracy theories', 'donald trump', 'media']   Alex Jones Appointed White House Press Secretary   Jun 22, 2017   None
61   People Mark Anniversary of ‘Killdozer’ in Colorado   Truth! & Fiction!   https://www.truthorfiction.com/anniversary-killdozer-granby/   None   9-11-attack   None   None   ['facebook', 'protests', 'states']   People Mark Anniversary of ‘Killdozer’ in Colorado   Jun 9, 2017   None
62   Blue Whale Suicide Challenge Behind Rash of Teen Deaths   Unproven!   https://www.truthorfiction.com/blue-whale-suicide-challenge/   None   9-11-attack   None   None   ['facebook', 'russia', 'warnings']   Blue Whale Suicide Challenge Behind Rash of Teen Deaths   May 5, 2017   None
63   Argentine President Cancels Humanitarian Award to Jimmy Carter at Trump’s Request   Unproven!   https://www.truthorfiction.com/argentine-president-cancels-humanitarian-award-to-jimmy-carter-at-trumps-request/   None   9-11-attack   None   None   ['donald trump', 'foreign leaders', 'jimmy carter']   Trump Pressures Argentine President to Cancel Jimmy Carter Award   May 2, 2017   None
64   Wild Boars Kill Three ISIS Terrorists in Iraq   Truth! & Fiction!   https://www.truthorfiction.com/wild-boars-kill-three-isis-terrorists-iraq-truth-fiction/   None   9-11-attack   None   None   ['iraq', 'isis', 'terrorism']   Wild Boars Kill Three ISIS Terrorists in Iraq   Apr 28, 2017   None
65   Bill Clinton Suffers Health Crisis, Family Rushes to Arkansas   Fiction!   https://www.truthorfiction.com/bill-clinton-suffers-health-crisis/   None   9-11-attack   None   None   ['bill clinton', 'death hoax', 'presidencies', 'the clintons']   Bill Clinton Suffers Health Crisis, Family Rushes to Arkansas   Apr 26, 2017   None
66   Hillary Clinton Supplied Chemical Weapons to Syria   Fiction!   https://www.truthorfiction.com/hillary-clinton-supplied-chemical-weapons-syria/   None   9-11-attack   None   None   ['barack obama', 'donald trump', 'hillary clinton', 'international', 'syria']   Hillary Clinton Supplied Chemical Weapons to Syria   Apr 10, 2017   None
67   Ben Carson Audit Reveals $500 Billion in HUD Bookkeeping Errors   Mostly Fiction!   https://www.truthorfiction.com/ben-carson-audit-reveals-500-million-hud-error/   None   9-11-attack   None   None   ['barack obama', 'ben carson', 'donald trump', 'government waste', 'hud']   Ben Carson Audit Reveals $500 Billion in HUD Bookkeeping Errors   Apr 7, 2017   None
68   Susan Rice Unmasked Trump Transition Team, Leaked Information   Truth! & Fiction! & Unproven!   https://www.truthorfiction.com/susan-rice-unmasked-trump-leaked-information/   None   9-11-attack   None   None   ['2016 election', 'barack obama', 'congress', 'donald trump']   Susan Rice Unmasked Trump Transition Team, Leaked Information   Apr 6, 2017   None
69   Top Clinton Aide Turns Up Dead Before Congressional Testimony on Private Email Server   Reported as Fiction!   https://www.truthorfiction.com/clinton-aide-johnston-wilson-mcgill-dead/   None   9-11-attack   None   None   ['conspiracy theory', 'hillary clinton', 'the clintons']   Top Clinton Aide Turns Up Dead Before Testifying on Private Email Server   Apr 3, 2017   None
70   FBI Issues Warrant for Obama’s Arrest in Trump Wiretap Scandal   Fiction!   https://www.truthorfiction.com/fbi-obama-arrest-trump-wiretap/   None   9-11-attack   None   None   ['2016 election', 'barack obama', 'donald trump', 'fbi']   FBI Issues Warrant for Obama’s Arrest in Trump Wiretap Scandal   Mar 7, 2017   None
71   President Trump Cutting Seniors $4,106 Check   Fiction!   https://www.truthorfiction.com/president-trump-seniors-4106-check/   None   9-11-attack   None   None   None   President Trump Cutting Seniors $4,106 Check   Mar 3, 2017   None
72   President Trump Announces Sale of California to Mexico, Creating “MexiCal”   Satire!   https://www.truthorfiction.com/president-trump-announces-sale-california-mexico/   None   9-11-attack   None   None   ['california', 'donald trump', 'foreign leaders']   President Trump Announces Sale of California to Mexico, Creating “MexiCal”   Feb 27, 2017   None
73   Rosemary Labonte Letter to the Editor: New Immigrants vs Old Immigrants   Opinion!   https://www.truthorfiction.com/rosemary-labonte-letter-editor/   None   9-11-attack   None   None   ['immigration', 'refugees']   Rosemary Labonte Letter to the Editor: New Immigrants vs Old Immigrants   Feb 21, 2017   None
74   President Obama Banned Refugees from Iraq in 2011   Mostly Fiction!   https://www.truthorfiction.com/president-obama-banned-refugees-from-iraq-in-2011/   None   9-11-attack   None   None   ['barack obama', 'donald trump', 'presidencies', 'refugees']   President Obama Banned Refugees from Iraq in 2011   Feb 1, 2017   None
75   Pizza Hut Refuses Military Discounts, Veteran Discounts   Truth! & Fiction!   https://www.truthorfiction.com/pizza-hut-refuses-military-discounts-veteran-discounts/   None   9-11-attack   None   None   None   Pizza Hut Refuses Military Discounts, Veteran Discounts   Jan 23, 2017   None
76   Donald Trump Fires All Ambassadors, Special Envoys   Mostly Fiction!   https://www.truthorfiction.com/donald-trump-fires-all-ambassadors-special-envoys/   None   9-11-attack   None   None   ['barack obama', 'donald trump', 'international']   Donald Trump Fires All Ambassadors, Special Envoys   Jan 11, 2017   None
77   Obama Recalls All Aircraft Carriers   Truth! & Outdated!   https://www.truthorfiction.com/obama-recalls-all-aircraft-carriers/   None   9-11-attack   None   None   ['barack obama', 'conspiracy', 'liberal agenda', 'national security', 'patriotism']   Obama Recalls All Aircraft Carriers   Jan 4, 2017   None
78   General Vo Nguyen Giap: Vietnam War Lost at Home   Incorrect Attribution!   https://www.truthorfiction.com/general-vo-nguyen-giap-vietnam-war-lost-home-incorrect-attribution/   None   9-11-attack   None   None   None   General Vo Nguyen Giap: Vietnam War Lost at Home   Dec 21, 2016   None
79   DNC Staffer Leaked Emails to Wikileaks, Not Russia   Disputed!   https://www.truthorfiction.com/dnc-staffer-leaked-emails-wikieaks-not-russia/   None   9-11-attack   None   None   ['2016 election', 'dnc', 'foreign leaders']   DNC Staffer Leaked Emails to Wikileaks, Not Russia   Dec 20, 2016   None
80   Marine Col. Jeffery Powers Letter to NFL Commissioner   Authorship Confirmed!   https://www.truthorfiction.com/marine-col-jeffery-powers-letter-to-nfl-commissioner/   None   9-11-attack   None   None   ['patriotism', 'sports']   Marine Col. Jeffery Powers Letter to NFL Commissioner   Dec 15, 2016   None
81   Boy Dies in Santa’s Arms   Investigation Pending!   https://www.truthorfiction.com/boy-dies-santas-arms/   None   9-11-attack   None   None   ['Christmas', 'seasonal']   Boy Dies in Santa’s Arms   Dec 14, 2016   None
82   GOP Plans to Cut Social Security   Reported as Fiction!   https://www.truthorfiction.com/gop-plans-cut-social-security/   None   9-11-attack   None   None   ['2016 election', 'conservative agenda', 'donald trump', 'government waste']   GOP Plans to Cut Social Security   Dec 12, 2016   None
83   “Dumped on Prom Night” Hillary Clinton on Election Night   Fiction!   https://www.truthorfiction.com/dumped-prom-night-hillary-clinton-election-night/   None   9-11-attack   None   None   ['2016 election', 'hillary clinton', 'the clintons']   “Dumped on Prom Night” Hillary Clinton on Election Night   Dec 2, 2016   None
84   President Trump Can Send Unblockable Texts   Truth! & Fiction!   https://www.truthorfiction.com/donald-trump-unblockable-texts/   None   9-11-attack   None   None   None   President Trump Can Send Unblockable Texts   Dec 1, 2016   None
85   Mattel Releasing Public Assistance Barbie   Fiction!   https://www.truthorfiction.com/mattel-releasing-public-assistance-barbie/   None   9-11-attack   None   None   ['political correctness', 'satire']   Mattel Releasing Public Assistance Barbie   Nov 28, 2016   None
86   President Obama’s Uniparty Slush Fund   Fiction!   https://www.truthorfiction.com/president-obamas-uniparty-slush-fund/   None   9-11-attack   None   None   ['barack obama', 'congress', 'government waste']   President Obama’s Uniparty Slush Fund   Nov 21, 2016   None
87   Donald Trump Wins Popular Vote in 2016 Election   Reported as Fiction!   https://www.truthorfiction.com/donald-trump-wins-popular-vote-in-2016-election/   None   9-11-attack   None   None   ['2016 election', 'donald trump', 'hillary clinton', 'liberal agenda']   Donald Trump Wins Popular Vote in 2016 Election   Nov 14, 2016   None
88   Obama Signs Executive Order to Investigate Election Results   Fiction!   https://www.truthorfiction.com/obama-signs-executive-order-investigate-election-results/   None   9-11-attack   None   None   ['2016 election', 'barack obama', 'donald trump']   Obama Signs Executive Order to Investigate Election Results   Nov 10, 2016   None
89   Trump Accuser Summer Zervos Was Paid $500,000   Unproven!   https://www.truthorfiction.com/trump-accuser-summer-zervos-paid-500000/   None   9-11-attack   None   None   ['2016 election', 'donald trump', 'liberal agenda']   Trump Accuser Summer Zervos Was Paid $500,000   Nov 4, 2016   None
90   NYPD Blows Whistle on New Hillary Clinton Emails   Unproven!   https://www.truthorfiction.com/nypd-blows-whistle-new-hillary-clinton-emails/   None   9-11-attack   None   None   ['2016 election', 'criminal justice', 'donald trump', 'hillary clinton', 'the clintons']   NYPD Blows Whistle on New Hillary Clinton Emails   Nov 4, 2016   None
91   NYPD Investigates Bill Clinton in Underage Sex Ring   Fiction!   https://www.truthorfiction.com/bill-clinton-ditched-secret-service-took-jeffrey-epsteins-lolita-express/   None   9-11-attack   None   None   ['2016 election', 'donald trump', 'the clintons']   NYPD Investigates Bill Clinton in Underage Sex Ring   Nov 3, 2016   None
92   Soldiers Forced to Repay Enlistment Bonus Years After Going to War   Truth!   https://www.truthorfiction.com/soldiers-forced-repay-enlistment-bonus-years-going-war/   None   9-11-attack   None   None   ['congress', 'government waste', 'patriotism']   Soldiers Forced to Repay Enlistment Bonus Years After Going to War   Oct 24, 2016   None
93   First Grandma Marian Robinson to Receive $160,000 Lifetime Pension   Fiction!   https://www.truthorfiction.com/first-grandma-marian-robinson-receive-160000-lifetime-pension/   None   9-11-attack   None   None   ['barack obama', 'government waste', 'satire']   First Grandma Marian Robinson to Receive $160,000 Lifetime Pension   Oct 19, 2016   None
