http://	<urlopen error no host given>
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/guROk/1?abcnewsembedheight=370	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/HnW7a/3?abcnewsembedheight=300	HTTP Error 404: Not Found
http://www.un.org/apps/news/story.asp?NewsID=45760&Cr=syria&Cr1#.UjAzcsZmh8F	HTTP Error 404: Not Found
http://www.airforce.gov.au/Special_Purpose_Aircraft/?RAAF-zGScue6UkHWAYgsCQP+EZdPEC8HsDjkk	HTTP Error 404: Not Found
http://www.sesrtcic.org/imgs/news/image/640-presentation-1-aydin.pdf	<urlopen error timed out>
http://www.liberal.org.au/latest-news/2013/08/25/coalitions-policy-support-apprentices	HTTP Error 403: Forbidden
http://circ.ahajournals.org/content/129/19/1972.full	HTTP Error 403: Forbidden
http://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1992/32.html	HTTP Error 410: Gone
http://www.pyneonline.com.au/media/media-releases/a-fairer-funding-agreement-for-schools	HTTP Error 404: Not Found
http://www.awm.gov.au/atwar/indonesian-confrontation/	HTTP Error 404: Not Found
https://www.ato.gov.au/About-ATO/Research-and-statistics/In-detail/Tax-statistics/Taxation-statistics-2011-12/?anchor=indiv_detailed#indiv_detailed	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Is%20Labor\'s%20increased%20tobacco%20excise%20a%20\'workers%20tax\'%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2016-03-31%2Fis-a-tobacco-excise-increase-a-workers-tax%2F7245264&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Does%20ANZUS%20commit%20the%20US%20to%20come%20to%20Australia\'s%20aid%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-07-08%2Fdoes-anzus-commit-us-to-come-to-australias-aid-fact-check%2F5559288&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Has%20the%20Abbott%20Government%20\'dropped%20the%20ball\'%20on%20unemployment%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-12-10%2Fbill-shorten-unemployment-fact-check%2F5951442&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Joe%20Hockey\'s%20claim%20that%20people%20work%20half%20the%20year%20to%20pay%20income%20tax%20incorrect%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2015-02-04%2Fhockey-tax%2F6066142&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
http://www.policymic.com/articles/84661/the-strange-way-a-russian-tv-station-tried-to-smear-the-ukrainian-revolution	<urlopen error [Errno 11001] getaddrinfo failed>
https://malcolmturnbull.com.au/media/interview-with-neil-mitchell-3aw7	HTTP Error 403: Forbidden
http://www.unhcr.org/globaltrends2016/	HTTP Error 403: Forbidden
https://www.akamai.com/fr/fr/multimedia/documents/state-of-the-internet/q1-2017-state-of-the-internet-connectivity-report.pdf	<urlopen error [Errno 11001] getaddrinfo failed>
https://www.crossriverrail.qld.gov.au/industry/	HTTP Error 403: Forbidden
http://www.agriculture.gov.au/export/food/meat/elmer-3/notices/2014/mn14-04	HTTP Error 404: NOT FOUND
http://www.3aw.com.au/blogs/breaking-news-blog/rudd-damaged-asian-relationships-packer/20140408-36a86.html	HTTP Error 404: Not Found
http://parlinfo.aph.gov.au/parlInfo/download/legislation/bills/s969_aspassed/toc_pdf/1417820.pdf;fileType=application%2Fpdf#search=%22legislation/bills/s969_aspassed/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/6306.0Main%20Features3May%202014?opendocument&tabname=Summary&prodno=6306.0&issue=May%202014&num=&view	HTTP Error 404: Not Found
https://secure.ausport.gov.au/__data/assets/pdf_file/0011/86492/AFL_Annual_Report_2004_part_1.pdf	HTTP Error 403: Forbidden
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/7f9c768e-cf09-4d07-a8ab-7c7e2f355ade/toc_pdf/Senate_2014_03_25_2314_Official.pdf;fileType=application%2Fpdf#search=%22chamber/hansards/7f9c768e-cf09-4d07-a8ab-7c7e2f355ade/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2ec11952-466f-4d89-aecd-6df2b124aad5/toc_pdf/House%20of%20Representatives_2017_09_11_5463_Official.pdf;fileType=application%2Fpdf#page=132	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.abs.gov.au/AUSSTATS/abs@.nsf/Latestproducts/3303.0Explanatory%20Notes32014?opendocument&tabname=Notes&prodno=3303.0&issue=2014&num=&view=	HTTP Error 404: Not Found
https://www.fwbc.gov.au/sites/g/files/net666/f/media_release_-_more_fines_for_cfmeu_after_emporium_blockade_1.pdf	<urlopen error [Errno 11001] getaddrinfo failed>
http://www.acoss.org.au/wp-content/uploads/2018/02/Welfare-Reform-Bill-Briefing-Note_6-Feb-2018.pdf	HTTP Error 403: Forbidden
http://www.aph.gov.au/Parliamentary_Business/Committees/Joint/Constitutional_Recognition_of_Aboriginal_and_Torres_Strait_Islander_Peoples/Constitutional_Recognition/Final_Report	HTTP Error 404: Not Found
http://www.blackdoginstitute.org.au/docs/Fallinyoungmalesuicide.pdf	HTTP Error 404: Not Found!
https://www.tga.gov.au/community-qa/current-list-scheduled-codeine-containing-products	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.theaustralian.com.au/national-affairs/ferguson-vows-to-obey-rules-in-new-lobby-job/story-fn59niix-1226731144012	HTTP Error 403: Forbidden
https://www.ato.gov.au/uploadedFiles/Content/CR/Research_and_statistics/In_detail/Downloads/cor00345977_2011SUM2.pdf	HTTP Error 403: Forbidden
https://www.liberal.org.au/latest-news/2013/09/04/coalitions-policy-create-jobs-boosting-productivity	HTTP Error 403: Forbidden
https://www.abc.net.au//datawrapper.dwcdn.net/P43AA/3?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.apsc.gov.au/__data/assets/pdf_file/0004/99481/StatisticalBulletin.pdf#page=16	HTTP Error 404: Not Found
http://www.transport.nsw.gov.au/sites/default/files/b2b/rail/SLRE-Stage-1-Final-Product-Definition-Report_Updated-19Jul10.pdf	HTTP Error 404: Not Found
http://http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter23002011	<urlopen error [Errno 11001] getaddrinfo failed>
http://www.isd.gov.hk/occupyresponse/eng/cd-constitutional_qa-16102014.pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.un.org/apps/news/story.asp?NewsID=49080#.VEbi4PmSx8E	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/hcLtl/2?abcnewsembedheight=370	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/ITflv/3?abcnewsembedheight=370	HTTP Error 404: Not Found
https://crimecommission.gov.au/sites/default/files/FINAL-ACC-OCA2015-180515.pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.border.gov.au/ReportsandPublications/Documents/statistics/immigration-detention-may2015.pdf	HTTP Error 404: NOT FOUND
http://www.deathpenaltyinfo.org/DonohueDeter.pdf	HTTP Error 403: Forbidden
http://www.amnesty.ch/de/themen/todesstrafe/facts-figures/todesstrafebericht-2012-auf-englisch	HTTP Error 404: Not Found
http://www.aemc.gov.au/getattachment/ae5d0665-7300-4a0d-b3b2-bd42d82cf737/2014-Residential-Electricity-Price-Trends-report.aspx	HTTP Error 404: Not Found
https://www.ato.gov.au/About-ATO/Research-and-statistics/In-detail/Tax-statistics/Taxation-statistics-2011-12/?page=8#Table15	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Is%20Malcolm%20Turnbull\'s%20comparison%20of%20Kenyan%20and%20Australian%20broadband%20valid%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2017-11-07%2Ffact-check-nbn-broadband-australia-vs-kenya%2F9083562&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Will%20Abbott\'s%20fuel%20excise%20hike%20cost%20families%2040c%20a%20week%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-06-04%2Fwill-the-fuel-excise-change-cost-families-only-40c-a-week%2F5457202&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Journalists%20face%2010%20years\'%20jail%20for%20exposing%20security%20agency%20bungles%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-10-14%2Fjournalists-face-jail-for-exposing-security-agency-bungles%2F5776504&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
http://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1992/60.html	HTTP Error 410: Gone
http://www.unhcr.org/pages/49c3646c137.html	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Fact%20Check%3A%20Amnesty%20International%20claim%20on%20\'shocking\'%20Indigenous%20child%20incarceration%20rates%20checks%20out%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2015-06-17%2Ffact-check-indigenous-children-incarceration-rates%2F6511162&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Tony%20Abbott\'s%20Tasmanian%20wilderness%20claim%20doesn\'t%20check%20out%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-03-26%2Ftony-abbott-tasmanian-wilderness-claim-does-not-check-out%2F5345072&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://www.border.gov.au/ReportsandPublications/Documents/statistics/immigration-detention-statistics-july2013.pdf	HTTP Error 404: NOT FOUND
http://www.riotinto.com/ourbusiness/pilbara-4691.aspx	HTTP Error 404: Not Found
http://www.3aw.com.au/news/predictions-of-a-national-taxi-rally-as-tempers-flare-with-uberx-20150930-gjxt2d.html	HTTP Error 404: Not Found
http://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/6345.0Main%20Features2Sep%202013?opendocument&tabname=Summary&prodno=6345.0&issue=Sep%202013&num=&view=	HTTP Error 404: Not Found
http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(09)60744-3/abstract	HTTP Error 302: The HTTP server returned a redirect error that would lead to an infinite loop.The last 30x error message was: Found
https://www.climatecouncil.org.au/australia-s-electricity-sector-ageing-inefficient-and-unprepared	HTTP Error 403: Forbidden
http://parlinfo.aph.gov.au/parlInfo/genpdf/chamber/hansardr/683c1920-c818-4261-b4de-1e254801ee9a/0019/hansard_frag.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/library/partypol/1095223/upload_binary/1095223.pdf;fileType=application/pdf#search=%221990s%201992%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;page=1;query=AuthorSpeakerReporterId%3ALG4;rec=6	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/library/prspub/90N96/upload_binary/90N96.pdf;fileType=application%2Fpdf#search=%22library/prspub/90N96%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.abs.gov.au/AUSSTATS/abs@.nsf/Latestproducts/4714.0Main%20Features12008?opendocument&tabname=Summary&prodno=4714.0&issue=2008&num=&view=	HTTP Error 404: Not Found
http://www.griffith.edu.au/__data/assets/pdf_file/0007/471985/Suicide-in-Rural-and-Remote-Areas-of-Australia.pdf	HTTP Error 404: Not Found
http://www.dfat.gov.au/geo/timor-leste/fs_maritime_arrangements.html	HTTP Error 404: Not Found
http://www.theaustralian.com.au/national-affairs/international-student-fees-keeping-universities-afloat/story-fn59niix-1226085176780	HTTP Error 403: Forbidden
https://www.ato.gov.au/uploadedFiles/Content/CR/Research_and_statistics/In_detail/Downloads/cor00345977_2011TAXSTATS.pdf	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Bill%20Shorten%20on%20WA%20education%20cuts%3A%20Doesn\'t%20check%20out%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-04-04%2Fbill-shorten-wa-education-cuts-claim-doesnt-check-out%2F5356650&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://www.tga.gov.au/media-release/paracetamol-changes-pack-size	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.treasury.nt.gov.au/PMS/Publications/Economics/Electricity%20Market%20Reform/I-EMR-2014.pdf	HTTP Error 404: Not Found
https://www.abc.net.au//datawrapper.dwcdn.net/Sz3kl/6?abcnewsembedheight=370	HTTP Error 404: Not Found
http://economicdevelopment.vic.gov.au/__data/assets/pdf_file/0004/1092217/VISTA-07-Summary-Brochure.pdf	HTTP Error 404: Not Found
https://www.liberal.org.au/latest-news/2013/09/05/final-update-federal-coalition-election-policy-commitments	HTTP Error 403: Forbidden
http://http://www.oztam.com.au/documents/Other/National%20STV%20UEs%20Q1%202016.pdf	<urlopen error [Errno 11001] getaddrinfo failed>
http://archive.kremlin.ru/eng/speeches/2005/04/25/2031_type70029type82912_87086.shtml	HTTP Error 404: Not Found
http://www.un.org/apps/news/story.asp?NewsID=49080#.VEc8IvmSx8F	HTTP Error 404: Not Found
http://www.gbrmpa.gov.au/__data/assets/pdf_file/0009/26775/Ports-and-Shipping-Information-sheet-29May2013.pdf	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/ilIle/1?abcnewsembedheight=370	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/IdtWM/1?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.airfranceklm-finance.com/en/Shares/Capital-structure-and-equity-threshold-declarations	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.isifish.fr/wp-content/uploads/2014/06/ISI-FISH-poster4.pdf	HTTP Error 404: Not Found
http://www.hrc.act.gov.au/res/Human%20Rights%20T2%20Sept10.pdf	HTTP Error 403: Forbidden
http://www.health.gov.au/internet/ministers/publishing.nsf/Content/tr-yr13-tp-tpsp130318.htm	HTTP Error 404: Not Found
http://www.deathpenaltyinfo.org/files/DeterrenceStudy2009.pdf	HTTP Error 403: Forbidden
http://www.amnesty.org.au/images/uploads/aus/A_brighter_future_National_report.pdf	HTTP Error 403: Forbidden
http://www.nationals.org.au/OurTeam/TheNationalsParliamentaryTeam.aspx	HTTP Error 404: Not Found
http://rugbyleague2013.nrl.com/	<urlopen error timed out>
https://www.ato.gov.au/About-ATO/Research-and-statistics/In-detail/Tax-statistics/Taxation-statistics-2012-13--100-people/	HTTP Error 403: Forbidden
http://circimaging.ahajournals.org/content/7/2/398.long	HTTP Error 403: Forbidden
http://wafflesatnoon.com/aborigines-classified-animals-flora-fauna-act/	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Will%20Australia%20ever%20be%20the%20\'food%20bowl%20of%20Asia\'%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-08-31%2Faustralia-not-the-food-bowl-of-asia%2F5680282&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Does%20Australia%20have%20one%20of%20the%20\'highest%20loss%20of%20species%20anywhere%20in%20the%20world\'%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2015-08-19%2Ffact-check-does-australia-have-one-of-the-highest-extinction%2F6691026&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://www.akamai.com/us/en/about/news/press/2013-press/akamai-releases-second-quarter-2013-state-of-the-internet-report.jsp	<urlopen error [Errno 11001] getaddrinfo failed>
http://www.unhcr.org/pages/49c3646c155.html	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Tony%20Abbott\'s%20comments%20on%20same-sex%20marriage%20laws%20mostly%20true%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2013-08-14%2Ftony-abbott-state-same-sex-marriage-laws%2F4856454&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://www.defensie.nl/english/topics/iraq/contents/dutch-military-contribution	HTTP Error 404: Not Found
http://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/2017/39.html	HTTP Error 410: Gone
http://www.budget.gov.au/2014-15/content/bp1/download/BP1_combined_file.pdf	HTTP Error 404: Not Found
http://www.liberal.org.au/latest-news/2013/08/25/tony-abbott-address-2013-federal-coalition-campaign-launch	HTTP Error 403: Forbidden
http://www.awm.gov.au/atwar/malayan-emergency/	HTTP Error 404: Not Found
http://parlinfo.aph.gov.au/parlInfo/download/legislation/billsdgs/1248907/upload_binary/1248907.pdf;fileType=application/pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.royalcombci.gov.au/	<urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
http://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/6523.0Main%20Features22011-12?opendocument&tabname=Summary&prodno=6523.0&issue=2011-12&num=&view=	HTTP Error 404: Not Found
http://www.pyneonline.com.au/media/media-releases/kevin-we-have-heard-it-all-before	HTTP Error 404: Not Found
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/349fbf1e-3729-43d8-af42-e282d6de779b/toc_pdf/House%20of%20Representatives_2014_03_18_2307_Official.pdf;fileType=application%2Fpdf#search=%22chamber/hansardr/349fbf1e-3729-43d8-af42-e282d6de779b/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/ac24fb2b-74f6-47ad-bf9f-61ebf6a29462/toc_pdf/Senate_2014_09_25_2861.pdf;fileType=application%2Fpdf#search=%22chamber/hansards/ac24fb2b-74f6-47ad-bf9f-61ebf6a29462/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.nbnco.com.au/nbn-for-home/how-it-works/satellite.html	HTTP Error 404: Not Found
http://www.theaustralian.com.au/national-affairs/newspoll	HTTP Error 403: Forbidden
https://www.ato.gov.au/uploadedFiles/Content/SPR/downloads/SPRQC38466%20Super%20contribution%20limits.pdf	HTTP Error 403: Forbidden
http://ipa.org.au/news/3478/the-coalition-is-joining-labor-as-a-\'soak-the-rich\'-party-with-super-policy	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Bill%20Shorten\'s%20car%20subsidy%20numbers%20irrelevant%2C%20outdated%20%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-02-11%2Fbill-shorten-car-subsidy-numbers-irrelevant-outdated%2F5251536&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://www.treasury.nsw.gov.au/sites/default/files/mediarelease/20140212---media---Macquarie-Generation-sold-for-proceeds-of-1.725-billion.pdf	HTTP Error 403: Forbidden
https://ama.com.au/submission-response-treasury-discussion-paper-reform-deductions-education-expenses	HTTP Error 404: Not Found
https://www.tga.gov.au/scheduling-basics	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
https://www.abc.net.au//datawrapper.dwcdn.net/Vwdsa/6?abcnewsembedheight=370	HTTP Error 404: Not Found
http://www.pm.gov.au/media/2013-10-15/legislation-repeal-carbon-tax	HTTP Error 404: Not Found
http://http://www.senatorbirmingham.com.au/Media-Centre/Media-Releases/ID/3575/Needs-based-long-term-funding-certainty-for-Australias-schools	<urlopen error [Errno 11001] getaddrinfo failed>
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/jRsll/1?abcnewsembedheight=370	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/K1Rr0/4?abcnewsembedheight=370	HTTP Error 404: Not Found
https://www.liberal.org.au/latest-news/2013/09/05/only-coalition-will-deliver-infrastructure-future	HTTP Error 403: Forbidden
http://www.health.gov.au/internet/nhhrc/publishing.nsf/Content/home-1	HTTP Error 404: Not Found
http://www.aemc.gov.au/media/docs/ELECTRICITY-PRICE-TRENDS-FINAL-REPORT-609e9250-31cb-4a22-8a79-60da9348d809-0.PDF	HTTP Error 404: Not Found
http://www.minister.immi.gov.au/media/sm/2013/sm209431.htm	HTTP Error 404: NOT FOUND
https://www.ato.gov.au/About-ATO/Research-and-statistics/In-detail/Tax-statistics/Taxation-statistics-2012-13/?anchor=Individualstables#Table15	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Will%20Australia\'s%20refugee%20intake%20in%202015-16%20be%20the%20highest%20since%20WWII%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2015-09-29%2Ffact-check-syria-largest-refugee-intake-julie-bishop%2F6786074&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
http://www.unhcr.org/pages/49c3646c2.html	HTTP Error 403: Forbidden
https://www2.deloitte.com/au/en/profiles/chris-richardson.html	HTTP Error 403: Forbidden
http://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/2017/45.html	HTTP Error 410: Gone
http://www.b4ce.com.au/wp-content/uploads/2013/08/20130816CarbonPrice.pdf	<urlopen error [Errno 11001] getaddrinfo failed>
http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query%3DId%3A%22chamber%2Fhansardr%2F8f7b4904-e5ab-452a-8736-6158744bd454%2F0162%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/7127.0Main%20Features4December%202010?opendocument&tabname=Summary&prodno=7127.0&issue=December%202010&num=&view=	HTTP Error 404: Not Found
http://parlinfo.aph.gov.au/parlInfo/download/library/prspub/JTZM6/upload_binary/jtzm62.pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/library/partypol/1095230/upload_binary/1095230.pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/genpdf/chamber/hansardr/aec24641-694d-4aba-adb3-c0e00179d7a4/0063/hansard_frag.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.abs.gov.au/AUSSTATS/abs@.nsf/Latestproducts/5204.0Glossary12012-13?opendocument&tabname=Notes&prodno=5204.0&issue=2012-13&num=&view	HTTP Error 404: Not Found
https://www.border.gov.au/ReportsandPublications/Documents/statistics/immigration-detention-statistics-sept2013.pdf	HTTP Error 404: NOT FOUND
http://www.theaustralian.com.au/opinion/asio-powers-are-no-threat-to-journalists/story-e6frg6zo-1227089321647	HTTP Error 403: Forbidden
https://mckellinstitute.org.au/app/uploads/McKell-Institute-The-Impact-of-the-Fair-Work-Commission\xe2\x80\x99s-Penalty-Rates-.pdf	HTTP Error 404: Not Found
http://www.royalcombci.gov.au/hearings/reports.asp	<urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
http://ipsos.com.au/fairfax/two-party-stalemate-as-election-campaigning-continues/	HTTP Error 403: Forbidden
https://www.abc.net.au//datawrapper.dwcdn.net/bH4n2/3?abcnewsembedheight=370	HTTP Error 404: Not Found
https://www.tga.gov.au/sites/default/files/economic-modelling-and-financial-quantification-regulatory-impact-proposed-changes-codeine-scheduling.pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.parliament.wa.gov.au/Hansard/hansard.nsf/0/ade832fb320ddc6148257cad005b010c/$FILE/C39%20S1%2020140401%20p13c-15a.pdf	HTTP Error 404: Not Found
http://www.treasury.sa.gov.au/__data/assets/pdf_file/0010/3430/2014-15-Midyear-Budget-Review.pdf	HTTP Error 404: Not Found
http://https://www.macquariedictionary.com.au/features/word/search/?word=biodiversity&search_word_type=Dictionary	<urlopen error [Errno 11001] getaddrinfo failed>
http://archive.kremlin.ru/eng/speeches/2006/10/25/0911_type148987_113064.shtml	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/jV4AI/2?abcnewsembedheight=370	HTTP Error 404: Not Found
https://www.abc.net.au//d3bo5ucoqkgs8h.cloudfront.net/NgI48/4?abcnewsembedheight=450	HTTP Error 404: Not Found
https://www.ato.gov.au/About-ATO/Research-and-statistics/In-detail/Taxation-statistics/Taxation-statistics-2015-16/	HTTP Error 403: Forbidden
http://www.health.gov.au/internet/nhhrc/publishing.nsf/Content/nhhrc-report	HTTP Error 404: Not Found
http://www.nationals.org.au/Portals/0/2013/policy/Boost%20Dementia%20Research%20-%20policy%20document.pdf	HTTP Error 404: Not Found
http://www.border.gov.au/Trav/Refu/Offs#	HTTP Error 404: NOT FOUND
https://www.liberal.org.au/latest-news/2014/02/10/prime-minister-royal-commission-trade-union-governance-and-corruption	HTTP Error 403: Forbidden
https://education.gov.au/budget-based-funded-programme	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Will%20Australian%20universities%20\'slide%20into%20mediocrity\'%20without%20reform%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-09-21%2Fchristopher-pyne-universities-claim-far-fetched%2F5703522&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://www.akamai.com/us/en/multimedia/documents/content/state-of-the-internet/q4-2015-state-of-the-internet-connectivity-report-us.pdf	<urlopen error [Errno 11001] getaddrinfo failed>
http://www.unhcr.org/pages/49c3646cbf.html	HTTP Error 403: Forbidden
https://www2.deloitte.com/content/dam/Deloitte/global/Documents/Tax/dttl-tax-corporate-tax-rates.pdf	HTTP Error 403: Forbidden
https://twitter.com/intent/tweet?text=Promise%20check%3A%20%241.5%20billion%20for%20Melbourne\'s%20East%20West%20Link%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2014-07-27%2Fmelbourne-east-west-link-promise-check%2F5423752&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Lowering%20Australia\'s%20corporate%20tax%20rate%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2017-10-13%2Ffact-check-wii-australia-be-uncompetitive-on-company-tax%2F9033940&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://twitter.com/intent/tweet?text=Fact%20check%3A%20Has%20the%20gender%20pay%20gap%20shrunk%20under%20the%20Coalition%20Government\'s%20policies%3F%20http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2018-10-02%2Ffact-check-gender-pay-gap%2F10302358&via=abcfactcheck&related=abcnews	HTTP Error 400: Bad Request
https://budget.qld.gov.au/budget-highlights/powering-queensland/	HTTP Error 404: Not Found
