claim_id  claim  label  claim_url  reason  categories  speaker  checker  tags  article_title  publish_date  claim_date
35   The Conservatives broke a manifesto promise by raising national insurance rates in the 2017 budget.   The 2015 Conservative election manifesto promised not to raise national insurance rates this parliament. The government has now announced plans to raise national insurance rates for some self-employed people.   https://fullfact.org/economy/did-conservatives-break-manifesto-promise-national-insurance/   The 2015 Conservative election manifesto promised not to raise national insurance rates this parliament. The government has now announced plans to raise national insurance rates for some self-employed people.   economy   None   Claire Milne   None   Full Fact - The UK’s independent factchecking charity   9th Mar 2017   None
41   Sir John Curtice has said there is absolutely no evidence of a swing in favour of a second referendum.   Not quite right - Professor Curtice has said that there is some evidence of a swing, but that the evidence is not consistent.   https://fullfact.org/europe/has-public-opinion-swung-favour-second-eu-referendum/   Not quite right - Professor Curtice has said that there is some evidence of a swing, but that the evidence is not consistent.   europe   None   Tom Phillips   None   Full Fact - The UK’s independent factchecking charity   21st Sep 2018   None
45   UK public spending is expected to fall to US levels by 2019.   As a proportion of GDP, UK spending is forecast to be similar to the US by 2019. The summer 2015 Budget in the UK set this in motion.   https://fullfact.org/economy/uk-public-spending-down-us-levels-201819/   As a proportion of GDP, UK spending is forecast to be similar to the US by 2019. The summer 2015 Budget in the UK set this in motion.   economy   None   Amelia Ash   None   Full Fact - The UK’s independent factchecking charity   21st Aug 2015   None
49   The government hasn’t balanced its books because debt is up from £1 trillion to £1.7 trillion.   Correct. The deficit is falling and debt is still rising.   https://fullfact.org/economy/uk-public-debt-rising/   Correct. The deficit is falling and debt is still rising.   economy   None   Will Moy   None   Full Fact - The UK’s independent factchecking charity   23rd Jun 2017   None
50   Overseas aid spending will increase by £1 billion over two years because of new EU rules.   The EU rules in question are about how to measure the UK's wealth, which is the basis of the government's aid target. The EU doesn't set that target - we do.   https://fullfact.org/europe/eu-behind-1-billion-increase-aid-spending/   The EU rules in question are about how to measure the UK's wealth, which is the basis of the government's aid target. The EU doesn't set that target - we do.   europe   None   Conor James McKinney   None   Full Fact - The UK’s independent factchecking charity   5th Apr 2015   None
51   There are 5,000 fewer mental health nurses since 2010.   This is correct looking just at mental health nurses and excluding those who work in learning disabilities. NHS Digital, which publishes the figures, uses a broader definition of mental health nurse that includes both groups. Looking at both of these the number of nurses has decreased by around 7,000 since 2010.   https://fullfact.org/health/are-mental-health-nurse-numbers-down/   This is correct looking just at mental health nurses and excluding those who work in learning disabilities. NHS Digital, which publishes the figures, uses a broader definition of mental health nurse that includes both groups. Looking at both of these the number of nurses has decreased by around 7,000 since 2010.   health   None   Claire Milne   None   Full Fact - The UK’s independent factchecking charity   31st Jul 2017   None
64   Taxpayers will pick up a £2 million security bill for Eugenie’s wedding.   This hasn’t been confirmed, but seems in the right ballpark based on reported costs for previous weddings.   https://fullfact.org/news/princess-and-pcs-what-will-policing-princess-eugenies-wedding-cost/   This hasn’t been confirmed, but seems in the right ballpark based on reported costs for previous weddings.   news   None   Abbas Panjwani   None   Full Fact - The UK’s independent factchecking charity   24th Aug 2018   None
67   A million more pupils are in good or outstanding schools in England than five years ago.   Correct. This progress is partly due to Ofsted's changing inspection practice - which refined what was expected of schools and placed a greater emphasis on inspecting schools which fell below this expectation.   https://fullfact.org/education/million-more-pupils-good-or-outstanding-schools-not-just-simple-story-school-improvement/   Correct. This progress is partly due to Ofsted's changing inspection practice - which refined what was expected of schools and placed a greater emphasis on inspecting schools which fell below this expectation.   education   None   Amy Sippitt   None   Full Fact - The UK’s independent factchecking charity   8th Oct 2015   None
68   7,000 prison officers have been lost from the prison service in recent years due to austerity measures.   There are 7,000 fewer prison officers now than there were in 2010 on one definition. This fall followed on from the 2010 spending review which reduced funding for the Ministry of Justice.   https://fullfact.org/crime/prison-officer-numbers-have-fallen/   There are 7,000 fewer prison officers now than there were in 2010 on one definition. This fall followed on from the 2010 spending review which reduced funding for the Ministry of Justice.   crime   None   Joseph O'Leary   None   Full Fact - The UK’s independent factchecking charity   13th Feb 2017   None
74   3,250 people investigate benefit fraud compared to 300 who investigate tax evasion.   This isn’t comparing like-with-like and the DWP figure is out of date. The staff mentioned work on all benefit fraud and error and tax evasion and avoidance, not just the illegal activities.   https://fullfact.org/economy/do-benefit-fraud-investigators-outnumber-tax-inspectors-ten-one/   This isn’t comparing like-with-like and the DWP figure is out of date. The staff mentioned work on all benefit fraud and error and tax evasion and avoidance, not just the illegal activities.   economy   None   Joseph O'Leary   None   Full Fact - The UK’s independent factchecking charity   14th Apr 2016   None
75   One third of private rented homes don't meet basic health and safety standards.   Close to a third of private rented properties don't meet the official Decent Homes Standard, but health and safety is only one possible reason a home can fail that. A sixth of private rental homes failed minimum health and safety standards in 2013.   https://fullfact.org/economy/state-private-rented-homes/   Close to a third of private rented properties don't meet the official Decent Homes Standard, but health and safety is only one possible reason a home can fail that. A sixth of private rental homes failed minimum health and safety standards in 2013.   economy   None   Simon Wasser, Conor James McKinney   None   Full Fact - The UK’s independent factchecking charity   10th Feb 2016   None
77   A court ruled that more people are entitled to the PIP benefit because they were suffering from “overwhelming psychological distress”.   The Upper Tribunal’s decision was based on the interpretation and application of the language of the complicated PIP regulations, which include the phrase “overwhelming psychological distress”. It decided that - in relation to the case assessed - the individual’s “overwhelming psychological distress” made them satisfy additional parts of the criteria for assessing PIP eligibility.   https://fullfact.org/health/what-did-courts-rule-pip/   The Upper Tribunal’s decision was based on the interpretation and application of the language of the complicated PIP regulations, which include the phrase “overwhelming psychological distress”. It decided that - in relation to the case assessed - the individual’s “overwhelming psychological distress” made them satisfy additional parts of the criteria for assessing PIP eligibility.   health   None   CJ McKinney   None   Full Fact - The UK’s independent factchecking charity   1st Mar 2017   None
81   The population has grown by a third since the start of the NHS.   Correct, comparing data from 1951 and 2016.   https://fullfact.org/health/more-people-nhs/   Correct, comparing data from 1951 and 2016.   health   None   Hannah Phaup   None   Full Fact - The UK’s independent factchecking charity   12th Jan 2018   None
83   There are 1.5 million British people employed in businesses owned by EU citizens in the UK.   In 2014, about 1.6 million people were employed by businesses that were EU-owned, or by businesses whose parent company was EU-owned. We don’t know how many of these employees were British.   https://fullfact.org/economy/uk-jobs-and-eu-owned-businesses/   In 2014, about 1.6 million people were employed by businesses that were EU-owned, or by businesses whose parent company was EU-owned. We don’t know how many of these employees were British.   economy   None   Full Fact Team   None   Full Fact - The UK’s independent factchecking charity   7th Oct 2016   None
84   Price inflation is “soaring” at a two year high of 1%.   It’s correct that consumer price inflation is at a two year high. But that’s far from a “soaring” rate of inflation.   https://fullfact.org/economy/inflation-prices-soaring/   It’s correct that consumer price inflation is at a two year high. But that’s far from a “soaring” rate of inflation.   economy   None   Richard Braham   None   Full Fact - The UK’s independent factchecking charity   20th Oct 2016   None
85   2.5 million more people went to A&E last year.   Just over one million more people went to A&E last year compared to the year before. 2.5 million is only correct comparing back to 2010.   https://fullfact.org/health/aande-england-has-never-been-busier/   Just over one million more people went to A&E last year compared to the year before. 2.5 million is only correct comparing back to 2010.   health   None   Joseph O'Leary   None   Full Fact - The UK’s independent factchecking charity   10th Feb 2017   None
93   At the time of the Energy Bill’s second reading debate, 1% of the UK’s electricity was being generated by wind.   That's right.   https://fullfact.org/economy/how-much-our-energy-comes-wind-mps-disagree/   That's right.   economy   None   Laura O'Brien   None   Full Fact - The UK’s independent factchecking charity   28th Jan 2016   None
97   Nearly half of the aid sent to Syria came from the US and UK compared to 1% or less for other countries such as Saudi Arabia and Japan.   That was correct of one of the UN's funds. Taking the two main funds together the UK and US made up 38% of funding, and Japan gave just under 3%.   https://fullfact.org/news/humanitarian-aid-syria-2015/   That was correct of one of the UN's funds. Taking the two main funds together the UK and US made up 38% of funding, and Japan gave just under 3%.   news   None   Laura O'Brien   None   Full Fact - The UK’s independent factchecking charity   4th Feb 2016   None
99   Poorer children are less likely to get into grammar schools.   Poorer children are less likely to go to grammar schools even if they are high achievers. It’s not certain if this is because poorer children are less likely to apply, or less likely to get in, or a bit of both.   https://fullfact.org/education/poorer-children-are-less-likely-go-grammar-schools/   Poorer children are less likely to go to grammar schools even if they are high achievers. It’s not certain if this is because poorer children are less likely to apply, or less likely to get in, or a bit of both.   education   None   Full Fact team   None   Full Fact - The UK’s independent factchecking charity   18th Oct 2016   None
102   We’ve got the slowest growth in Europe.   The UK had the third-slowest year-on-year GDP growth in the EU, based on the latest figures for July-September 2017.   https://fullfact.org/economy/pound-fallen-since-brexit/   The UK had the third-slowest year-on-year GDP growth in the EU, based on the latest figures for July-September 2017.   economy   None   Joël Reland   None   Full Fact - The UK’s independent factchecking charity   9th Feb 2018   None
108   More people are getting advance payments on Universal Credit.   Correct. Advances made on the first payment of new Universal Credit claims increased from 30% of claims in May 2016 to 52% in July 2017.   https://fullfact.org/economy/are-more-people-being-paid-advance-their-universal-credit/   Correct. Advances made on the first payment of new Universal Credit claims increased from 30% of claims in May 2016 to 52% in July 2017.   economy   None   Sinéad Boultwood   None   Full Fact - The UK’s independent factchecking charity   18th Oct 2017   None
110   In the six years from 2010 rail fares have risen 25% on average.   That's right in cash terms - consumer prices have gone up by about 14% over the same period. The 25% increase is for 'regulated' fares, which make up about half of all fares.   https://fullfact.org/economy/rail-fares-25-six-years/   That's right in cash terms - consumer prices have gone up by about 14% over the same period. The 25% increase is for 'regulated' fares, which make up about half of all fares.   economy   None   Laura O'Brien   None   Full Fact - The UK’s independent factchecking charity   4th Jan 2016   None
113   The Tories just refused to support 6500 jobs and £1 billion for our economy by not guaranteeing that 3 new Royal Navy ships will be built in Britain.   These numbers assume that if a British shipbuilder won the contract, they would exclusively use British labour and goods. That’s uncertain. The £1 billion estimate is unconfirmed.   https://fullfact.org/economy/did-conservatives-refuse-support-6500-british-shipbuilding-jobs/   These numbers assume that if a British shipbuilder won the contract, they would exclusively use British labour and goods. That’s uncertain. The £1 billion estimate is unconfirmed.   economy   None   Abbas Panjwani   None   Full Fact - The UK’s independent factchecking charity   25th Jul 2018   None
116   There is little evidence that falling wages are being caused by migration, aside from in construction.   Studies find that immigration affects low-waged workers the most, in low-skilled and semi-skilled jobs generally not just in construction.   https://fullfact.org/immigration/immigration-wages/   Studies find that immigration affects low-waged workers the most, in low-skilled and semi-skilled jobs generally not just in construction.   immigration   None   Will Moy   None   Full Fact - The UK’s independent factchecking charity   25th May 2018   None
125   Universal Credit will make work pay.   Overall, Universal Credit will strengthen work incentives for people claiming the benefit, the Institute for Fiscal Studies has said. But certain groups, such as single parents, will see their work incentives weakened.   https://fullfact.org/economy/universal-credit-will-it-make-work-pay/   Overall, Universal Credit will strengthen work incentives for people claiming the benefit, the Institute for Fiscal Studies has said. But certain groups, such as single parents, will see their work incentives weakened.   economy   None   Amy Sippitt   None   Full Fact - The UK’s independent factchecking charity   3rd Feb 2016   None
126   The number of children in temporary accommodation is up 60% since 2010.   Correct for England. Across Great Britain as a whole, the increase is slightly less.   https://fullfact.org/economy/128000-children-are-homeless-britain/   Correct for England. Across Great Britain as a whole, the increase is slightly less.   economy   None   Hannah Phaup   None   Full Fact - The UK’s independent factchecking charity   14th Dec 2017   None
127   Germany has accepted 800,00 Syrian refugees.   Germany will end up accepting hundreds of thousands of refugees, both from Syria and the wider world, but 800,000 Syrians accepted to date is way off.   https://fullfact.org/immigration/ask-full-fact-germany-hasnt-accepted-800000-syrian-refugees/   Germany will end up accepting hundreds of thousands of refugees, both from Syria and the wider world, but 800,000 Syrians accepted to date is way off.   immigration   None   Conor James McKinney   None   Full Fact - The UK’s independent factchecking charity   10th Sep 2015   None
128   Many judges at the European Court of Human Rights aren't legally qualified, and are appointed politically.   None of the judges at the Court are obviously unqualified based on their CVs, although they are voted in by a political body.   https://fullfact.org/law/human-rights-court-pseudo-judges-or-super-judges/   None of the judges at the Court are obviously unqualified based on their CVs, although they are voted in by a political body.   law   None   Conor James McKinney   None   Full Fact - The UK’s independent factchecking charity   29th Jul 2015   None
133   The number of people who came to live in this country last year was the same as the population of Newcastle-upon-Tyne.   Not far off, assuming the claim is referring to net migration. The best estimate is that about 335,000 more people came to live in UK than left in the year leading up to June 2016. Only 293,000 people live in Newcastle-upon-Tyne.   https://fullfact.org/immigration/immigration-unemployment-uk/   Not far off, assuming the claim is referring to net migration. The best estimate is that about 335,000 more people came to live in UK than left in the year leading up to June 2016. Only 293,000 people live in Newcastle-upon-Tyne.   immigration   None   Richard Braham   None   Full Fact - The UK’s independent factchecking charity   5th Dec 2016   None
138   The National Crime Agency says that one in 35 UK men have a sexual interest in children.   The National Crime Agency told us this estimate came from “various pieces of academic research” but it wasn’t able to point us directly to a specific piece. The estimates that we’ve seen are very uncertain and—whatever the exact figure—experts on the topic stressed to us that thoughts often don’t turn into actions.   https://fullfact.org/crime/how-many-men-have-sexual-interest-children/   The National Crime Agency told us this estimate came from “various pieces of academic research” but it wasn’t able to point us directly to a specific piece. The estimates that we’ve seen are very uncertain and—whatever the exact figure—experts on the topic stressed to us that thoughts often don’t turn into actions.   crime   None   Richard Braham   None   Full Fact - The UK’s independent factchecking charity   17th Mar 2017   None
144   21.2% of newborns in 2000 had at least one parent born abroad.   About 21% did, although we haven’t been able to find a source for this exact figure yet.   https://fullfact.org/immigration/parents-born-outside-uk/   About 21% did, although we haven’t been able to find a source for this exact figure yet.   immigration   None   Richard Braham   None   Full Fact - The UK’s independent factchecking charity   1st Dec 2016   None
148   More than a quarter of all evening meals in the UK are vegan or vegetarian, research shows.   An estimated 29% of evening meals contained no meat or fish in 2017, according to market research designed to be representative of Britain. We don’t know how many evening meals were vegan, though.   https://fullfact.org/health/vegetarian-vegan-uk/   An estimated 29% of evening meals contained no meat or fish in 2017, according to market research designed to be representative of Britain. We don’t know how many evening meals were vegan, though.   health   None   Joël Reland   None   Full Fact - The UK’s independent factchecking charity   21st Feb 2018   None
154   The Conservative election manifesto gave no indication that the party would stop new onshore wind generators from accessing an existing subsidy.   The reference to ending "new public subsidy" for onshore wind is ambiguous. It doesn't, on the face of it, reference existing schemes, but has to be seen in the context of the clear aim to stop the construction of new wind farms.   https://fullfact.org/economy/conservative-manifestos-onshore-wind-pledge/   The reference to ending "new public subsidy" for onshore wind is ambiguous. It doesn't, on the face of it, reference existing schemes, but has to be seen in the context of the clear aim to stop the construction of new wind farms.   economy   None   Conor James McKinney   None   Full Fact - The UK’s independent factchecking charity   14th Oct 2015   None
164   30,000 EU nationals live in the UK.   This is wrong, about 3.2 million nationals of other EU countries live in the UK.   https://fullfact.org/immigration/about-32-million-eu-nationals-live-uk/   This is wrong, about 3.2 million nationals of other EU countries live in the UK.   immigration   None   Joseph O'Leary   None   Full Fact - The UK’s independent factchecking charity   27th Jan 2017   None
165   This Conservative government introduced parity of esteem for mental health services in the NHS.   The government wants to achieve equality between the physical and mental health services provided to people, but it’s not there yet. The Coalition and Conservative government both introduced commitments to parity of esteem in legislation and official documents. The idea has been talked about for decades.   https://fullfact.org/health/what-parity-esteem/   The government wants to achieve equality between the physical and mental health services provided to people, but it’s not there yet. The Coalition and Conservative government both introduced commitments to parity of esteem in legislation and official documents. The idea has been talked about for decades.   health   None   Claire Milne   None   Full Fact - The UK’s independent factchecking charity   1st Mar 2017   None
166   Nigel Farage once flirted with the idea of there being a second EU referendum.   During interviews earlier this year Mr Farage said that he might be starting to think we should have a second referendum as he felt the proportion voting to leave would be larger than in 2016. He also said he feared we may have to have a second referendum if Parliament rejects the final deal with the EU.   https://fullfact.org/europe/deja-eu-referendum/   During interviews earlier this year Mr Farage said that he might be starting to think we should have a second referendum as he felt the proportion voting to leave would be larger than in 2016. He also said he feared we may have to have a second referendum if Parliament rejects the final deal with the EU.   europe   None   Hannah Phaup   None   Full Fact - The UK’s independent factchecking charity   2nd Mar 2018   None
172   We pay about £350 million a week to the EU budget.   The UK pays around £250 million a week to the EU, not £350 million.   https://fullfact.org/europe/eu-referendum-voting-guide-vote-leave-our-eu-membership-fee/   The UK pays around £250 million a week to the EU, not £350 million.   europe   None   Full Fact Team   None   Full Fact - The UK’s independent factchecking charity   20th May 2016   None
175   There are 600 more A&E consultants, 1,500 more A&E doctors, and 2,000 more paramedics.   These are roughly correct, comparing since 2010.   https://fullfact.org/health/staffing-e/   These are roughly correct, comparing since 2010.   health   None   Joseph O'Leary   None   Full Fact - The UK’s independent factchecking charity   8th Feb 2017   None
179   The government committed over £1 billion to reduce the impact of changes and limit them to 18 months.   Correct. The government limited the increase in the state pension age from the new 2011 timetable so that no-one would face an increase of more than 18 months. That reduced the savings it would otherwise have made by £1.1 billion. Overall, changes since 1995 mean some women will retire three to six years later planned.   https://fullfact.org/economy/increasing-state-pension-age/   Correct. The government limited the increase in the state pension age from the new 2011 timetable so that no-one would face an increase of more than 18 months. That reduced the savings it would otherwise have made by £1.1 billion. Overall, changes since 1995 mean some women will retire three to six years later planned.   economy   None   Sinéad Boultwood   None   Full Fact - The UK’s independent factchecking charity   9th Feb 2017   None
180   If you appeal against a Work Capability Assessment you are almost certain to win.   About three-fifths of appeal cases are successful. Decisions that are challenged but don’t make it to appeal have a lower success rate.   https://fullfact.org/health/appealing-fit-for-work-decision/   About three-fifths of appeal cases are successful. Decisions that are challenged but don’t make it to appeal have a lower success rate.   health   None   Full Fact Team   None   Full Fact - The UK’s independent factchecking charity   8th Nov 2016   None
184   UK growth is currently the slowest among the 10 largest EU economies.   UK growth is the slowest among all EU economies over the last quarter. Over the last year, of the ten largest EU economies the UK has grown the 8th fastest.   https://fullfact.org/economy/uk-economy-slow-lane/   UK growth is the slowest among all EU economies over the last quarter. Over the last year, of the ten largest EU economies the UK has grown the 8th fastest.   economy   None   Joël Reland   None   Full Fact - The UK’s independent factchecking charity   18th Oct 2017   None
185   We spend nearly £50 billion on debt interest in the UK.   The government’s debt interest bill was £48 billion in 2016/17, although it effectively paid some of that back to itself through the Bank of England. The government actually spent about £39 billion.   https://fullfact.org/economy/does-government-spend-50-billion-debt-interest-payments/   The government’s debt interest bill was £48 billion in 2016/17, although it effectively paid some of that back to itself through the Bank of England. The government actually spent about £39 billion.   economy   None   Hannah Phaup   None   Full Fact - The UK’s independent factchecking charity   1st Nov 2017   None
186   More than 30,000 children aged between 10 and 15 now say that they are in gangs.   We don’t know the exact number, and it’s difficult to get an accurate measure of this. In 2013/14, a survey found 0.9% of 10-15 year olds in England and Wales said they were in a street gang, which implies around 30,000 children in England, but this should not be taken as exact.   https://fullfact.org/crime/-children-gangs/   We don’t know the exact number, and it’s difficult to get an accurate measure of this. In 2013/14, a survey found 0.9% of 10-15 year olds in England and Wales said they were in a street gang, which implies around 30,000 children in England, but this should not be taken as exact.   crime   None   Joël Reland   None   Full Fact - The UK’s independent factchecking charity   28th Jun 2018   None
191   The percentage of judges that are from ethnic minorities has fallen in the past year.   This is what the official statistics appear to show, but in fact there has been a slight rise in the proportion of ethnic minority judges compared to 2015. It's now 6.5% of those whose ethnicity is recorded, up from 5.9%. The apparent fall is due to a change in methodology.   https://fullfact.org/law/diversity-judges-statistics/   This is what the official statistics appear to show, but in fact there has been a slight rise in the proportion of ethnic minority judges compared to 2015. It's now 6.5% of those whose ethnicity is recorded, up from 5.9%. The apparent fall is due to a change in methodology.   law   None   Conor James McKinney   None   Full Fact - The UK’s independent factchecking charity   7th Sep 2016   None
192   The richest 1% of people in the UK own more than twenty times the wealth of the poorest 20% in the UK.   Finding out what the wealthiest own is harder than you might expect, but this is a reasonable claim that’s based on a well-regarded set of estimates. It’s important not to confused inequalities of wealth with inequalities of income, which are much lower.   https://fullfact.org/economy/wealth-uk-richest-1-and-poorest-20/   Finding out what the wealthiest own is harder than you might expect, but this is a reasonable claim that’s based on a well-regarded set of estimates. It’s important not to confused inequalities of wealth with inequalities of income, which are much lower.   economy   None   Will Moy and Richard Braham   None   Full Fact - The UK’s independent factchecking charity   22nd Sep 2016   None
193   The 2015 Conservative manifesto committed the party to staying in the EU single market.   The manifesto does say, “We are clear about what we want from Europe. We say: yes to the Single Market.” The manifesto also promises a referendum on EU membership, although staying in the EU and leaving its single market can be two different things.   https://fullfact.org/europe/conservative-manifesto-single-market/   The manifesto does say, “We are clear about what we want from Europe. We say: yes to the Single Market.” The manifesto also promises a referendum on EU membership, although staying in the EU and leaving its single market can be two different things.   europe   None   Charlotte Browning   None   Full Fact - The UK’s independent factchecking charity   31st Mar 2017   None
194   72% of the goods that leave Belfast port come to Great Britain.   This claim hasn’t been substantiated and we’ve not seen wider evidence for this. In 2016, 85% of goods which left Belfast port went to the UK, measured by their weight. 56% of all Northern Irish goods sold beyond its borders went to Great Britain, based on the value of those goods.   https://fullfact.org/europe/trade-across-irish-sea/   This claim hasn’t been substantiated and we’ve not seen wider evidence for this. In 2016, 85% of goods which left Belfast port went to the UK, measured by their weight. 56% of all Northern Irish goods sold beyond its borders went to Great Britain, based on the value of those goods.   europe   None   Joel Reland   None   Full Fact - The UK’s independent factchecking charity   21st May 2018   None
195   Since 2010, we’ve created more jobs than France, Spain, Ireland, The Netherlands, Austria, Sweden and Norway combined.   That was correct for the first quarter of 2018, but based on the available data for the second quarter it’s not likely to be correct anymore. It refers to overall changes in employment, including people who move into and out of work.   https://fullfact.org/economy/doing-sterling-job-how-uks-employment-record-compares-eu/   That was correct for the first quarter of 2018, but based on the available data for the second quarter it’s not likely to be correct anymore. It refers to overall changes in employment, including people who move into and out of work.   economy   None   Abbas Panjwani   None   Full Fact - The UK’s independent factchecking charity   4th Oct 2018   None
196   There is grotesque inequality in the UK.   It's up to you what you count as grotesque, and there are a lot of different ways to measure and illustrate inequality.   https://fullfact.org/economy/whats-happening-inequality/   It's up to you what you count as grotesque, and there are a lot of different ways to measure and illustrate inequality.   economy   None   Full Fact Team   None   Full Fact - The UK’s independent factchecking charity   28th Sep 2016   None
197   The UK will spend £36 million on efforts to close the Calais “Jungle” camp   The UK has committed £36 million and some of this money will be used to close the camp, but it’s also being spent on border security and keeping child migrants safe.   https://fullfact.org/immigration/36-million-isnt-just-close-calais-jungle/   The UK has committed £36 million and some of this money will be used to close the camp, but it’s also being spent on border security and keeping child migrants safe.   immigration   None   Claire Milne   None   Full Fact - The UK’s independent factchecking charity   25th Oct 2016   None
200   The World Health Organisation (WHO) has said that processed meat is as big a cancer threat as cigarettes.   Inaccurate. The WHO has said processed meat is proven to cause cancer, just as cigarettes are. But the cancer risk attached to eating processed meat is far smaller than smoking.   https://fullfact.org/health/processed-meat-isnt-big-cause-cancer-smoking/   Inaccurate. The WHO has said processed meat is proven to cause cancer, just as cigarettes are. But the cancer risk attached to eating processed meat is far smaller than smoking.   health   None   Laura O'Brien   None   Full Fact - The UK’s independent factchecking charity   27th Oct 2015   None
201   The UK received 24,000 asylum applications last year, far fewer than other EU countries.   It's 31,000 including family members, the sixth highest number in the EU. Adjusting for population size, the UK is 18th out of 30 European countries.   https://fullfact.org/europe/un-wrong-asylum-seekers-britain/   It's 31,000 including family members, the sixth highest number in the EU. Adjusting for population size, the UK is 18th out of 30 European countries.   europe   None   Conor James McKinney   None   Full Fact - The UK’s independent factchecking charity   3rd Aug 2015   None
