claim_id  claim  label  claim_url  reason  categories  speaker  checker  tags  article_title  publish_date  claim_date
11_1   In less than two years, my administration has accomplished more than almost any administration in the history of our country.   False    https://www.washingtonpost.com/politics/2018/09/26/fact-checking-president-trumps-speech-un-general-assembly/   None   None   Donald Trump   Glenn Kessler   None   Fact-checking President Trump's speech to the U.N. General Assembly   September 26   None
11_2   The Iran deal was a windfall for Iran's leaders. In the years since the deal was reached, Iran's military budget grew nearly 40 percent.   False    https://www.washingtonpost.com/politics/2018/09/26/fact-checking-president-trumps-speech-un-general-assembly/   None   None   Donald Trump   Glenn Kessler   None   Fact-checking President Trump's speech to the U.N. General Assembly   September 26   None
11_3   The United States is the world's largest giver in the world, by far, of foreign aid.   Lacks Context    https://www.washingtonpost.com/politics/2018/09/26/fact-checking-president-trumps-speech-un-general-assembly/   None   None   Donald Trump   Glenn Kessler   None   Fact-checking President Trump's speech to the U.N. General Assembly   September 26   None
12   I did not try to leave the scene of the accident, though driving drunk, which I did, is a terrible mistake for which there is no excuse or justification or defense, and I will not try to provide one.   4 pinnochios    https://www.washingtonpost.com/politics/2018/09/25/beto-orourkes-false-claim-he-did-not-try-leave-scene-dwi/   None   None   Beto O\'Rourke   Glenn Kessler   None   Beto O'Rourke's claim that he did not try to leave the scene of a DWI   September 25   None
13   We lost thousands of factories and millions of jobs because of NAFTA \xe2\x80\x94 thousands. Think of it: Thousands of factories, millions of jobs. We're turning it around. Already, Chrysler is coming back with auto plants. Many companies are now in Michigan, Ohio, different places, Pennsylvania. They're building beautiful, brand-new auto plants. Nobody thought they'd ever see that happen.   3 pinnochios    https://www.washingtonpost.com/politics/2018/09/24/president-trumps-claims-about-nafta-us-auto-industry/   None   None   Donald Trump   Salvador Rizzo   None   President Trump's claims about NAFTA and the U.S. auto industry   September 24   None
14   I believe that NAFTA will create a million jobs in the first five years of its impact.   Staff error    https://www.washingtonpost.com/politics/2018/09/21/strange-tale-about-why-bill-clinton-said-nafta-would-create-million-jobs/   None   None   Bill Clinton   Glenn Kessler   None   The strange tale about why Bill Clinton said NAFTA would create 1 million jobs   September 21   None
15   "I have thought about this, Senator. There was nothing out of the ordinary of what Senate staffs would tell us or what we would hear from our legislative affairs folks. That said, I cannot tell you whether something that he said at some point, directly or indirectly, derived from his knowledge that may have come from these documents. I just cannot speak to that at all. I can say, in direct response to your question, that, no, I never suspected anything untoward."   3 pinnochios    https://www.washingtonpost.com/politics/2018/09/20/brett-kavanaughs-unlikely-story-about-democrats-stolen-documents/   None   None   Brett M. Kavanaugh   Salvador Rizzo   None   Brett Kavanaugh's unlikely story about Democrats' stolen documents   September 20   None
16   "Nothing in the law allows insurance companies to not only to kick you off for preexisting conditions or not accept preexisting conditions but we then put in safeguards to make sure that there's not price discrimination as a result of preexisting conditions.   3 pinnochios    https://www.washingtonpost.com/politics/2018/09/19/did-house-gop-plan-prevent-price-discrimination-against-people-with-pre-existing-conditions/   None   None   Kevin Cramer   Glenn Kessler   None   Would the House GOP plan have prevented \xe2\x80\x98price discrimination' against people with preexisting conditions?   September 19   None
17   We've accomplished an economic turnaround of historic proportions.   False    https://www.washingtonpost.com/politics/2018/09/18/trump-economy-versus-obama-economy/   None   None   Donald Trump   Meg Kelly   None   The \xe2\x80\x98Trump economy' vs. the \xe2\x80\x98Obama economy'   September 18   None
18_1   We continue to find more evidence that Judge Kavanaugh misled me and the Judiciary Committee under oath. \xe2\x80\xa6 Emails from 2002 and 2003 show that then-Associate White House Counsel Brett Kavanaugh played a substantial role in the decision to nominate Haynes.   2 pinnochios    https://www.washingtonpost.com/politics/2018/09/17/did-brett-kavanaugh-give-false-testimony-under-oath/   None   None   Richard J. Durbin   Salvador Rizzo   None   Did Brett Kavanaugh give false testimony under oath?   September 17   None
18_2   Kavanaugh might have also misled the Senate by denying any involvement with detainee policies or any knowledge of documents related to a warrantless surveillance program.   3 pinnochios    https://www.washingtonpost.com/politics/2018/09/17/did-brett-kavanaugh-give-false-testimony-under-oath/   None   None   Patrick J. Leahy   Salvador Rizzo   None   Did Brett Kavanaugh give false testimony under oath?   September 17   None
19   Their sabotage of the Affordable Care Act has already cost more than 3 million Americans their health insurance.   2 pinnochios    https://www.washingtonpost.com/politics/2018/09/14/obamas-claim-that-trumps-obamacare-moves-have-already-cost-million-people-health-insurance/   None   None   Barack Obama   Glenn Kessler   None   Obama's claim that Trump's Obamacare moves have \xe2\x80\x98already cost' 3 million people health insurance   September 14   None
20   3000 people did not die in the two hurricanes that hit Puerto Rico. When I left the Island, AFTER the storm had hit, they had anywhere from 6 to 18 deaths."   4 pinnochios    https://www.washingtonpost.com/politics/2018/09/13/president-trumps-four-pinocchio-complaint-about-maria-death-toll-figures/   None   None   Donald Trump   Glenn Kessler   None   President Trump's Four-Pinocchio complaint about the Maria death toll figures   September 13   None
22_1   "The last time Democrats were in power, they cut Medicare by more than $700 billion to pay for the scandalous Obamacare. Now Democrats want to steal trillions of dollars from Medicare.   False    https://www.washingtonpost.com/politics/2018/09/12/anatomy-trump-rally-percent-claims-are-false-misleading-or-lacking-evidence/   None   None   Donald Trump   Glenn Kessler   None   Anatomy of a Trump rally: 70 percent of claims are false, misleading or lacking evidence   September 12   None
22_2   "That electoral college, we won by a lot.   False    https://www.washingtonpost.com/politics/2018/09/12/anatomy-trump-rally-percent-claims-are-false-misleading-or-lacking-evidence/   None   None   Donald Trump   Glenn Kessler   None   Anatomy of a Trump rally: 70 percent of claims are false, misleading or lacking evidence   September 12   None
22_3   "[Gorsuch was] first in his class at Harvard. First in his class at Oxford.   False    https://www.washingtonpost.com/politics/2018/09/12/anatomy-trump-rally-percent-claims-are-false-misleading-or-lacking-evidence/   None   None   Donald Trump   Glenn Kessler   None   Anatomy of a Trump rally: 70 percent of claims are false, misleading or lacking evidence   September 12   None
22_4   "Our coal miners are back to work.   False    https://www.washingtonpost.com/politics/2018/09/12/anatomy-trump-rally-percent-claims-are-false-misleading-or-lacking-evidence/   None   None   Donald Trump   Glenn Kessler   None   Anatomy of a Trump rally: 70 percent of claims are false, misleading or lacking evidence   September 12   None
24   [Andy Kim] became a national security officer for Republican and Democratic presidents.   2 pinnochios    https://www.washingtonpost.com/politics/2018/09/10/obama-adviser-running-congress-claims-he-also-worked-bush/   None   None   Campaign ad for Andy Kim   Salvador Rizzo   None   Obama adviser running for Congress claims he also worked for Bush   September 10   None
26   When times are tough, we budget for our families. But when our state's budget was in crisis, Phil Bredesen supported higher taxes on us: higher gas taxes, sales taxes and more.   3 pinnochios    https://www.washingtonpost.com/politics/2018/09/06/koch-funded-group-misfires-with-attack-ad-phil-bredesen/   None   None   Attack ad by Americans for Prosperity   Salvador Rizzo   None   Koch-funded group misfires with attack ad on Phil Bredesen   September 6   None
29_1   Pureval's lobbying firm made millions helping Libya reduce payments owed to families of Americans killed by Libyan terrorism. Selling out Americans? Aftab Pureval can't be trusted.   4 pinnochios    https://www.washingtonpost.com/politics/2018/08/31/fact-checking-republican-attack-ads-tight-house-races/   None   None   Congressional Leadership Fund   Salvador Rizzo   None   Fact-checking Republican attack ads in tight House races   August 31   None
29_2   So out of touch, [Tom] Malinowski lobbied for terrorists' rights.   4 pinnochios    https://www.washingtonpost.com/politics/2018/08/31/fact-checking-republican-attack-ads-tight-house-races/   None   None   Congressional Leadership Fund   Salvador Rizzo   None   Fact-checking Republican attack ads in tight House races   August 31   None
29_3   Politicians Andrew Cuomo and Anthony Brindisi made a big promise: $585 million of our tax dollars would turn upstate New York into a tech hub. But fraud and corruption killed their deal and wasted our money. \xe2\x80\xa6 Lost money. Lost jobs.   4 pinnochios    https://www.washingtonpost.com/politics/2018/08/31/fact-checking-republican-attack-ads-tight-house-races/   None   None   Congressional Leadership Fund   Salvador Rizzo   None   Fact-checking Republican attack ads in tight House races   August 31   None
30   Black men, unarmed, black teenagers, unarmed, and black children, unarmed, are being killed at a frightening level right now, including by members of law enforcement without accountability and without justice.   Not the Whole Story    https://www.washingtonpost.com/politics/2018/08/30/beto-orourkes-claims-blacks-police-shootings/   None   None   Beto O\'Rourke   Glenn Kessler   None   Beto O'Rourke's claims on African Americans and police shootings   August 30   None
31   "I was raised by a single mom, public school teacher on the South Side of Chicago.   Not the Whole Story    https://www.washingtonpost.com/politics/2018/08/29/john-coxs-claim-that-he-was-raised-by-single-mother-south-side-chicago/   None   None   John H. Cox   Glenn Kessler   None   John Cox's claim that he was raised by a \xe2\x80\x98single mother on the South Side of Chicago'   August 29   None
32   This is pure politics, and the prosecutors can make an indictment read like a scandalous novel if they want to. \xe2\x80\xa6 My prosecutor and the acting U.S. attorney that issued the court orders to search my house and my office, they just attended a Hillary Clinton fundraiser with another U.S. attorney out of here in San Diego. So, you have three \xe2\x80\x94 you have three U.S. attorneys.   3 pinnochios    https://www.washingtonpost.com/politics/2018/08/28/gop-congressman-claims-democratic-prosecutors-are-out-get-him/   None   None   Duncan D. Hunter   Salvador Rizzo   None   GOP congressman claims Democratic prosecutors are out to get him   August 28   None
33   Since she joined the Senate, McCaskill's husband received $131 million in federal subsidies \xe2\x80\x94 subsidies that let the McCaskills pocket up to $22 million. \xe2\x80\xa6Claire McCaskill: She gets rich, you pay.   3 pinnochios    https://www.washingtonpost.com/politics/2018/08/27/misleading-attack-senatorial-spouses-investments/   None   None   National Republican Senatorial Committee   Glenn Kessler   None   A misleading attack on a senatorial spouse's investments   August 27   None
34   I have asked Secretary of State @SecPompeo to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers. \xe2\x80\x98South African Government is now seizing land from white farmers.' @TuckerCarlson @FoxNews   4 pinnochios    https://www.washingtonpost.com/politics/2018/08/24/president-trumps-false-claim-about-murders-south-african-farms/   None   None   Donald Trump   Salvador Rizzo   None   President Trump's false claim about murders on South African farms   August 24   None
37   "They didn't know she was a representative of the Russian government"   4 pinnochios    https://www.washingtonpost.com/politics/2018/08/21/rudy-giulianis-pinocchio-laden-interview-nbcs-meet-press/   None   None   Rudolph W. Giuliani   Glenn Kessler   None   Rudy Giuliani's Pinocchio-laden interview on NBC's \xe2\x80\x98Meet the Press'   August 21   None
38   We have shut down nearly 90 percent of the online sex-trafficking business and ads.   3 pinnochios    https://www.washingtonpost.com/politics/2018/08/20/has-sex-trafficking-law-eliminated-percent-sex-trafficking-ads/   None   None   Ann Wagner   Glenn Kessler   None   Has the sex-trafficking law eliminated 90 percent of sex-trafficking ads?   August 20   None
39   "Two senators \xe2\x80\x94 bipartisan \xe2\x80\x94 reached out to the election apparatus in Florida to let them know that the Russians are in the records, and all they have to do, if those election records are not protected, is to go in and start eliminating registered voters."   4 pinnochios    https://www.washingtonpost.com/politics/2018/08/17/has-russia-hacked-into-floridas-election-system-theres-no-evidence/   None   None   Bill Nelson   Salvador Rizzo   None   Has Russia hacked into Florida's election system? There is no evidence.   August 17   None
40   Bruce Ohr of the \xe2\x80\x98Justice' Department (can you believe he is still there) is accused of helping disgraced Christopher Steele \xe2\x80\x98find dirt on Trump.' Ohr's wife, Nelly, was in on the act big time - worked for Fusion GPS on Fake Dossier.   Not the Whole Story    https://www.washingtonpost.com/politics/2018/08/16/who-is-bruce-ohr-why-does-trump-keep-tweeting-about-him/   None   None   Donald Trump   Glenn Kessler   None   Who is Bruce Ohr, and why does Trump keep tweeting about him?   August 16   None
41_1   99% of Elana [sic] Kagan's White House records were made public before her nomination hearing. 0.08% of Brett Kavanaugh's records are public now. It's unprecedented to go to these lengths to hide a Supreme Court nominee's records from the American people.   Not the whole story    https://www.washingtonpost.com/politics/2018/08/15/fact-checking-bipartisan-spinfest-brett-kavanaughs-time-white-house/   None   None   Dianne Feinstein   Salvador Rizzo   None   Fact-checking the bipartisan spinfest on Brett Kavanaugh's time at the White House   August 15   None
41_2   "What he [Brett Kavanaugh] told us under oath is not accurate."   Needs context    https://www.washingtonpost.com/politics/2018/08/15/fact-checking-bipartisan-spinfest-brett-kavanaughs-time-white-house/   None   None   Richard J. Durbin   Salvador Rizzo   None   Fact-checking the bipartisan spinfest on Brett Kavanaugh's time at the White House   August 15   None
41_3   "The White House staff secretary is essentially the inbox and outbox for the president of the United States."   Not the whole story    https://www.washingtonpost.com/politics/2018/08/15/fact-checking-bipartisan-spinfest-brett-kavanaughs-time-white-house/   None   None   Charles E. Grassley   Salvador Rizzo   None   Fact-checking the bipartisan spinfest on Brett Kavanaugh's time at the White House   August 15   None
42   Let me re\xc2\xadmind you that when the Re\xc2\xadpub\xc2\xadlic\xc2\xadans took pow\xc2\xader when President Obama was president of the United States, what Mitch McConnell said is, \xe2\x80\x98The most im\xc2\xadport\xc2\xadant thing we can do is to make sure he does not suc\xc2\xadceed.' If that wasn't a rac\xc2\xadist state\xc2\xadment. That is un\xc2\xadthink\xc2\xada\xc2\xadble.   4 pinnochios    https://www.washingtonpost.com/politics/2018/08/14/nancy-pelosi-twists-an-old-mcconnell-quote-into-racist-statement/   None   None   Nancy Pelosi   Glenn Kessler   None   Nancy Pelosi twists an old McConnell quote into a \xe2\x80\x98racist statement'   August 14   None
43_1   Farmers have been on a downward trend for 15 years. The price of soybeans has fallen 50% since 5 years before the Election. A big reason is bad (terrible) Trade Deals with other countries.   3 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/13/both-sides-of-the-aisle-stretch-the-truth-in-the-soybean-debate/   None   None   Donald Trump   Meg Kelly   None   Both sides of the aisle stretch the truth in the soybean debate   August 13   None
43_2   "A study shows that corn, soybean and wheat farmers across the U.S. have already lost $13 billion because of the administration's trade war. We need trade policies that make sense for North Dakota, protect farmers and ranchers, and open up markets.   2 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/13/both-sides-of-the-aisle-stretch-the-truth-in-the-soybean-debate/   None   None   Heidi Heitkamp   Meg Kelly   None   Both sides of the aisle stretch the truth in the soybean debate   August 13   None
44_1   Unemployment is low because everyone has two jobs."   False    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/10/fact-checking-alexandria-ocasio-cortezs-media-blitz/   None   None   Alexandria Ocasio-Cortez   Glenn Kessler   None   Fact-checking Alexandria Ocasio-Cortez's media blitz   August 10   None
44_2   ICE is required to fill 34,000 beds with detainees every single night and that number has only been increasing since 2009.   False    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/10/fact-checking-alexandria-ocasio-cortezs-media-blitz/   None   None   Alexandria Ocasio-Cortez   Glenn Kessler   None   Fact-checking Alexandria Ocasio-Cortez's media blitz   August 10   None
44_3   They [national Democrats] were campaigning most when we had more of an American middle class. This upper middle class is probably more moderate but that upper middle class does not exist anymore in America.   False    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/10/fact-checking-alexandria-ocasio-cortezs-media-blitz/   None   None   Alexandria Ocasio-Cortez   Glenn Kessler   None   Fact-checking Alexandria Ocasio-Cortez's media blitz   August 10   None
44_4   In a Koch brothers-funded study...it shows that Medicare for all is actually much more, is actually much cheaper than the current system that we pay right now.   False    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/10/fact-checking-alexandria-ocasio-cortezs-media-blitz/   None   None   Alexandria Ocasio-Cortez   Glenn Kessler   None   Fact-checking Alexandria Ocasio-Cortez's media blitz   August 10   None
44_5   The reason that the Supreme Court upheld the Affordable Care Act is because they ruled that each of these monthly payments that everyday American make is a tax."   False    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/10/fact-checking-alexandria-ocasio-cortezs-media-blitz/   None   None   Alexandria Ocasio-Cortez   Glenn Kessler   None   Fact-checking Alexandria Ocasio-Cortez's media blitz   August 10   None
45   Trade deficit \xe2\x80\x94 $52 billion reduction in the trade deficit for the quarter. .\xe2\x80\x89.\xe2\x80\x89. I think nobody would have thought that would be possible so quickly. $52 billion reduction in the trade deficit for the quarter.   4 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/08/president-trumps-new-favorite-trade-talking-point-falls-apart-under-scrutiny/   None   None   Donald Trump   Glenn Kessler   None   President Trump's new favorite trade talking point falls apart under scrutiny   August 8   None
46   Let me thank the Koch brothers of all people for sponsoring a study that shows that Medicare for All would save the American people $2 trillion over a 10-year period."   3 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/07/democrats-seize-on-cherry-picked-claim-that-medicare-for-all-will-save-2-trillion/   None   None   Bernie Sanders   Glenn Kessler   None   Democrats seize on cherry-picked claim that \xe2\x80\x98Medicare-for-all' would save $2 trillion   August 7   None
47_1   Ninety-five percent of American manufacturers are optimistic about their company\'s outlook. And that\'s the highest level, also, in history. And that\'s an old survey. Been around a long time.   2 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/06/president-trump-cites-sketchy-data-and-makes-it-worse-by-mangling-the-details/   None   None   Donald Trump   Salvador Rizzo   None   Trump cites sketchy data \xe2\x80\x94 and makes it worse by mangling the details   August 6   None
47_2   Small-business optimism has reached an all-time high. It\'s the highest it\'s ever been recorded.   2 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/06/president-trump-cites-sketchy-data-and-makes-it-worse-by-mangling-the-details/   None   None   Donald Trump   Salvador Rizzo   None   Trump cites sketchy data \xe2\x80\x94 and makes it worse by mangling the details   August 6   None
47_3   The Heritage Foundation just came out recently, and they said that we\'ve already implemented 64 percent of our top agenda items. And that\'s ahead of anybody, including Ronald Reagan.   2 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/06/president-trump-cites-sketchy-data-and-makes-it-worse-by-mangling-the-details/   None   None   Donald Trump   Salvador Rizzo   None   Trump cites sketchy data \xe2\x80\x94 and makes it worse by mangling the details   August 6   None
48   Now he's lying about Social Security and Medicare. O'Connor supports a Pelosi-backed plan that cuts Medicare spending by $800 billion.   4 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/04/mediscare-attack-ad-in-ohio-special-election-conjures-up-nonexistent-plan-to-cut-spending/   None   None   Congressional Leadership Fund   Glenn Kessler   None   Do Democrats have a \xe2\x80\x98plan' to cut Medicare spending by $800 billion?   August 4   None
49   This President has actually repealed 22 federal regulations for every new federal rule put on the books."   3 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/03/has-the-trump-administration-repealed-22-regulations-for-each-new-one/   None   None   Mike Pence   Glenn Kessler   None   Has the Trump administration repealed 22 regulations for each new one?   August 3   None
50   One of the worst cases was the reporting on the U.S. ability to listen to Osama bin Laden\'s satellite phone in the late \'90s. Because of that reporting, he stopped using that phone and the country lost valuable intelligence.   4 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/08/02/the-zombie-claim-that-wont-die-the-media-exposed-bin-ladens-phone/   None   None   Sarah Huckabee Sanders   Glenn Kessler   None   The zombie claim that won't die: The media exposed bin Laden's phone.   August 2   None
52   Department of Justice, as you know, initiated the request for inclusion of the citizenship question [in the 2020 Census].   4 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/30/wilbur-rosss-false-claim-to-congress-that-the-census-citizenship-question-was-dojs-idea/   None   None   Wilbur Ross   Salvador Rizzo   None   Wilbur Ross's false claim to Congress that the census citizenship question was DOJ's idea   July 30   None
53   Trump has spent 123 days golfing, or 1/5 of his term, at a cost to taxpayers of $72,181,957 - and still hasn\'t visited troops in a war zone.   3 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/27/have-u-s-taxpayers-spent-72-million-on-trumps-golf-outings/   None   None   VoteVets   Glenn Kessler   None   Have U.S. taxpayers spent $72 million on Trump's golf outings?   July 27   None
54   "We have no knowledge of any of this."   False    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/26/once-again-fake-news-decried-by-trump-turns-out-to-be-true/   None   None   Hope Hicks   Glenn Kessler   None   Once again, \xe2\x80\x98fake news' decried by Trump turns out to be true   July 26   None
56_1   So we now find out that it was indeed the unverified and Fake Dirty Dossier, that was paid for by Crooked Hillary Clinton and the DNC, that was knowingly & falsely submitted to FISA and which was responsible for starting the totally conflicted and discredited Mueller Witch Hunt!   False    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/24/over-four-days-false-claims-dominated-trumps-twitter-feed/   None   None   Donald Trump   Salvador Rizzo   None   Over four days, false claims dominated Trump's Twitter feed   July 24   None
56_2   Farmers have been on a downward trend for 15 years. The price of soybeans has fallen 50% since 5 years before the Election. A big reason is bad (terrible) Trade Deals with other countries. They put on massive Tariffs and Barriers. Canada charges 275% on Dairy. Farmers will WIN!   False    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/24/over-four-days-false-claims-dominated-trumps-twitter-feed/   None   None   Donald Trump   Salvador Rizzo   None   Over four days, false claims dominated Trump's Twitter feed   July 24   None
57   I haven't seen any evidence that the attempts to interfere in our election infrastructure was to favor a particular political party. I think what we've seen on the foreign influence side is they were attempting to intervene and cause chaos on both sides.   3 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/23/kirstjen-nielsens-claim-that-u-s-election-systems-werent-targeted-to-favor-trump/   None   None   Kirstjen Nielsen   Salvador Rizzo   None   Kirstjen Nielsen's claim that U.S. election systems weren't targeted to favor Trump   July 23   None
58_1   "I do understand, but I also understand that you know, [abortion is] a 50/50 question in this country. I think [Supreme Court nominee Brett Kavanaugh] is going to be confirmed and someday in the distant future there could be a vote."   Needs context    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/19/whos-in-favor-of-abortion/   None   None   Donald Trump   Meg Kelly   None   How many Americans back abortion rights?   July 19   None
58_2   Another day, another lie. The reality is that 7 in 10 Americans support #RoevWade and the right to legal abortion. bit.ly/2KZtoXy #7in10forRoe   Not the whole story    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/19/whos-in-favor-of-abortion/   None   None   NARAL Pro-Choice America   Meg Kelly   None   How many Americans back abortion rights?   July 19   None
59   Regarding a question on opioids, Bredesen compared the issue to the methamphetamine crisis during his own time as governor. He said the meth problem was \xe2\x80\x98cut in half' when laws were enacted restricting people from buying certain drugs.   3 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/18/phil-bredesens-claim-that-tennessees-meth-problem-was-cut-in-half/   None   None   Phil Bredesen   Salvador Rizzo   None   Phil Bredesen's claim that Tennessee's meth problem was \xe2\x80\x98cut in half'   July 18   None
60   President Trump mentioned the issue of the so-called interference of Russia with the American elections, and I had to reiterate things I said several times, including during our personal contacts, that the Russian state has never interfered and is not going to interfere into internal American affairs, including election process.   False    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/16/the-facts-missing-from-trump-and-putins-news-conference/   None   None   Vladimir Putin   Salvador Rizzo   None   The facts missing from Trump and Putin's news conference   July 16   None
62   Many countries owe us a tremendous amount of money for many years back, where they\'re delinquent, as far as I\'m concerned, because the United States has had to pay for them.   False    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/13/many-fact-checks-later-president-trump-is-still-botching-nato-spending/   None   None   Donald Trump   Meg Kelly   None   Many fact checks later, President Trump is (still) botching NATO spending   July 13   None
63   Just to state this: Justice Kennedy's son gave a billion dollar loan to Trump when no one would give him a dime, and Justice Kennedy has been ruling in favor of the Trump Administration position for 2 years as the Court decides 5-4 case after 5-4 case.   4 pinnochios    https://www.washingtonpost.com/news/fact-checker/wp/2018/07/12/untangling-the-links-between-trump-deutsche-bank-and-justice-kennedys-son/   None   None   Neera Tanden   Salvador Rizzo   None   The thinly sourced theories about Trump's loans and Justice Kennedy's son   July 12   None
