claim_id	claim	label	claim_url	reason	categories	speaker	checker	tags	article_title	publish_date	claim_date
11	Video Of Boy Washing Apples In A Sewer In Pakistan Given Hindu-Muslim Spin In India	None	https://www.boomlive.in/video-of-boy-washing-apples-in-a-sewer-in-pakistan-given-hindu-muslim-spin-in-india/	None	None	None	None	None	Video Of Boy Washing Apples In A Sewer In Pakistan Given Hindu-Muslim Spin In India	Sep 26 2018 6:01 pm, Last Updated: Sep 27 2018 1:22 pm	None
12	Did Amit Shah Say 100 Crore Infiltrators Have Entered India?: A FactCheck	None	https://www.boomlive.in/did-amit-shah-say-100-crore-infiltrators-have-entered-india-a-factcheck/	None	None	None	None	None	Did Amit Shah Say 100 Crore Infiltrators Have Entered India?: A FactCheck	Sep 25 2018 8:29 pm, Last Updated: Sep 26 2018 1:37 pm	None
13	Were 35 Airports Built Over The Last 4 Years As PM Modi Claimed?	None	https://www.boomlive.in/were-35-airports-built-over-the-last-4-years-as-pm-modi-claimed/	None	None	None	None	None	Were 35 Airports Built Over The Last 4 Years As PM Modi Claimed?	Sep 24 2018 10:51 pm, Last Updated: Sep 24 2018 11:21 pm	None
14	Is This A Video Of Indian Soldiers Torturing A Kashmiri?:  A FactCheck	None	https://www.boomlive.in/is-this-a-video-of-indian-soldiers-torturing-a-kashmiri-a-factcheck/	None	None	None	None	None	Is This A Video Of Indian Soldiers Torturing A Kashmiri?:  A FactCheck	Sep 24 2018 6:19 pm, Last Updated: Sep 24 2018 11:41 pm	None
15	CLAIM: NDA repaid the pending bills of oil bonds worth Rs 1.4 lakh crore.	None	https://www.boomlive.in/have-upa-era-oil-bonds-prevented-modi-govt-from-reducing-oil-prices/	FACT: False. Out of the Rs 1.44 lakh crore bonds issued by UPA between 2005 to 2010, only two bonds to the sum of Rs 3,500 crore matured during NDA’s term. The next one will mature only in October 2021.	None	None	None	None	Have UPA-Era Oil Bonds Prevented Modi Govt From Reducing Oil Prices?	Sep 15 2018 11:58 am, Last Updated: Sep 19 2018 11:39 am	None
16	Momo Challenge: Online Suicide Game Or A Media Hoax?	None	https://www.boomlive.in/momo-challenge-online-suicide-game-or-a-media-hoax/	None	None	None	None	None	Momo Challenge: Online Suicide Game Or A Media Hoax?	Sep 13 2018 10:24 am, Last Updated: Sep 13 2018 11:08 am	None
17	IANS Kills Story On Ganga Endangered After WWF-India Says No Such Report This Year	None	https://www.boomlive.in/ians-kills-story-on-ganga-endangered-after-wwf-india-says-no-such-report-this-year/	None	None	None	None	None	IANS Kills Story On Ganga Endangered After WWF-India Says No Such Report This Year	Sep 08 2018 1:58 pm, Last Updated: Sep 10 2018 1:25 pm	None
18	Viral Video: Did Muslims Attack A Hindu Temple In Uttar Pradesh?: A FactCheck	None	https://www.boomlive.in/viral-video-did-muslims-attack-a-hindu-temple-in-uttar-pradesh-a-factcheck/	None	None	None	None	None	Viral Video: Did Muslims Attack A Hindu Temple In Uttar Pradesh?: A FactCheck	Sep 06 2018 8:30 pm	None
19	Were Rahul Gandhi’s Mansarovar Yatra Pics Taken From Google?	None	https://www.boomlive.in/were-rahul-gandhis-mansarovar-yatra-pics-taken-from-google/	None	None	None	None	None	Were Rahul Gandhi’s Mansarovar Yatra Pics Taken From Google?	Sep 06 2018 8:10 pm, Last Updated: Sep 06 2018 9:06 pm	None
20	Assam Police Call Out Fake Ad That Duped Territorial Army Aspirants	None	https://www.boomlive.in/assam-police-call-out-fake-ad-that-duped-territorial-army-aspirants/	None	None	None	None	None	Assam Police Call Out Fake Ad That Duped Territorial Army Aspirants	Sep 04 2018 7:34 pm	None
21	CLAIM: Prime Minister Narendra Modi never said that demonetisation was being done to curb black money.	None	https://www.boomlive.in/black-money-to-tax-compliance-changing-narratives-on-demonetisation/	None	None	None	None	None	‘Black Money’ To ‘Tax Compliance’: Changing Narratives On Demonetisation	Aug 31 2018 8:56 pm	None
22	“No Invitation, Gate-crashed”: Pro-Khalistan Protestors On Rahul Gandhi’s UK Event	None	https://www.boomlive.in/no-invitation-gate-crashed-pro-khalistan-protestors-on-rahul-gandhis-uk-event/	None	None	None	None	None	“No Invitation, Gate-crashed”: Pro-Khalistan Protestors On Rahul Gandhi’s UK Event	Aug 30 2018 6:04 pm	None
23	Kerala Floods: Did UAE Really Offer $100 mn Aid?	None	https://www.boomlive.in/kerala-floods-did-uae-really-offer-100-mn-aid/	None	None	None	None	None	Kerala Floods: Did UAE Really Offer $100 mn Aid?	Aug 24 2018 11:00 am, Last Updated: Aug 24 2018 11:12 am	None
24	Crying Schoolgirl & Grandmother: Twists & Turns Behind This Viral Image	None	https://www.boomlive.in/crying-schoolgirl-grandmother-twists-turns-behind-this-viral-image/	None	None	None	None	None	Crying Schoolgirl & Grandmother: Twists & Turns Behind This Viral Image	Aug 23 2018 7:58 pm, Last Updated: Aug 24 2018 11:50 am	None
25	UAE’s Rs 700-Cr Aid To Kerala: Govt Disregards Its Own 2015 Policy	None	https://www.boomlive.in/uaes-rs-700-cr-aid-to-kerala-govt-disregards-its-own-2015-policy/	None	None	None	None	None	UAE’s Rs 700-Cr Aid To Kerala: Govt Disregards Its Own 2015 Policy	Aug 23 2018 7:17 pm	None
26	AP Police Confirm Assault On Forest Official, Deny Political Link	None	https://www.boomlive.in/ap-police-confirm-assault-on-forest-official-deny-political-link/	None	None	None	None	None	AP Police Confirm Assault On Forest Official, Deny Political Link	Aug 22 2018 7:36 pm, Last Updated: Aug 22 2018 11:12 pm	None
27	Fact-Checking Viral Video, Images Of Karnataka CM’s Aerial Survey	None	https://www.boomlive.in/fact-checking-viral-video-images-of-karnataka-cms-aerial-survey/	None	None	None	None	None	Fact-Checking Viral Video, Images Of Karnataka CM’s Aerial Survey	Aug 21 2018 3:44 pm, Last Updated: Aug 21 2018 4:11 pm	None
28	Army Man Behind The Viral Kerala Floods Video: Is He An ‘Imposter’?	None	https://www.boomlive.in/army-man-behind-the-viral-kerala-floods-video-is-he-an-imposter/	None	None	None	None	None	Army Man Behind The Viral Kerala Floods Video: Is He An ‘Imposter’?	Aug 20 2018 1:10 pm	None
29	Viral Image Of PM Modi With AIIMS Doctors Creates A Stir: A FactCheck	None	https://www.boomlive.in/viral-image-of-pm-modi-with-aiims-doctors-creates-a-stir-a-factcheck/	None	None	None	None	None	Viral Image Of PM Modi With AIIMS Doctors Creates A Stir: A FactCheck	Aug 18 2018 9:06 am	None
30	Did Air India Buy Paintings From Former Defence Minister’s Wife For Rs 28 Crore?	None	https://www.boomlive.in/did-air-india-buy-paintings-from-former-defence-ministers-wife-for-rs-28-crore/	None	None	None	None	None	Did Air India Buy Paintings From Former Defence Minister’s Wife For Rs 28 Crore?	Aug 17 2018 1:41 pm, Last Updated: Aug 17 2018 4:55 pm	None
31	Attack On Umar Khalid: Brazen ‘Gau Rakshaks’ Claim Responsibility	None	https://www.boomlive.in/attack-on-umar-khalid-brazen-gau-rakshaks-claim-responsibility/	None	None	None	None	None	Attack On Umar Khalid: Brazen ‘Gau Rakshaks’ Claim Responsibility	Aug 16 2018 6:04 pm	None
32	FactChecking Claims Made By PM Narendra Modi On Independence Day	None	https://www.boomlive.in/factchecking-claims-made-by-pm-narendra-modi-on-independence-day/	None	None	None	None	None	FactChecking Claims Made By PM Narendra Modi On Independence Day	Aug 15 2018 10:37 pm, Last Updated: Aug 15 2018 10:41 pm	None
33	“Swachh Bharat Saved 3 Lakh Children”: Did PM Modi Misquote WHO?	None	https://www.boomlive.in/swachh-bharat-saved-3-lakh-children-did-pm-modi-misquote-who/	None	None	None	None	None	“Swachh Bharat Saved 3 Lakh Children”: Did PM Modi Misquote WHO?	Aug 15 2018 10:23 pm, Last Updated: Aug 16 2018 3:09 pm	None
34	Old Mexico Gas Plant Blast Video Goes Viral As BPCL Fire In Mumbai	None	https://www.boomlive.in/old-mexico-gas-plant-blast-video-goes-viral-as-bpcl-fire-in-mumbai/	None	None	None	None	None	Old Mexico Gas Plant Blast Video Goes Viral As BPCL Fire In Mumbai	Aug 09 2018 4:09 pm	None
35	This Sourav Ganguly Fake Instagram Account Had Over 51K Followers	None	https://www.boomlive.in/this-sourav-ganguly-fake-instagram-account-had-over-51k-followers/	None	None	None	None	None	This Sourav Ganguly Fake Instagram Account Had Over 51K Followers	Aug 08 2018 4:55 pm, Last Updated: Aug 09 2018 12:07 am	None
36	CLAIM:  A viral graphic online suggests seeking medical consultation over the phone is a punishable offence.	RATING: False	https://www.boomlive.in/can-patients-be-prosecuted-for-consulting-doctors-over-the-phone-a-factcheck/	None	None	None	None	None	Can Patients Be Prosecuted For Consulting Doctors Over The Phone?: A FactCheck	Aug 04 2018 8:59 pm, Last Updated: Aug 04 2018 9:08 pm	None
37	1998, 2005 And Now: What Mamata Banerjee Said Of Bangladeshi Immigrants	None	https://www.boomlive.in/1998-2005-and-now-what-mamata-banerjee-said-of-bangladeshi-immigrants/	None	None	None	None	None	1998, 2005 And Now: What Mamata Banerjee Said Of Bangladeshi Immigrants	Aug 02 2018 8:46 pm, Last Updated: Aug 02 2018 8:49 pm	None
38	Assam NRC Row: All You Need To Know	None	https://www.boomlive.in/assam-nrc-row-all-you-need-to-know/	None	None	None	None	None	Assam NRC Row: All You Need To Know	Aug 02 2018 6:28 pm, Last Updated: Aug 02 2018 8:45 pm	None
39	Did Bengaluru Airport Say No To Celebrating Hindu Festivals? A FactCheck	None	https://www.boomlive.in/did-bengaluru-airport-say-no-to-celebrating-hindu-festivals-a-factcheck/	None	None	None	None	None	Did Bengaluru Airport Say No To Celebrating Hindu Festivals? A FactCheck	Aug 01 2018 9:38 am, Last Updated: Aug 02 2018 4:38 pm	None
40	CNBCTV18 Tweets Incorrect Assam Demographic Data, Deletes Later	None	https://www.boomlive.in/cnbctv18-tweets-incorrect-assam-demographic-data-deletes-later/	None	None	None	None	None	CNBCTV18 Tweets Incorrect Assam Demographic Data, Deletes Later	Jul 31 2018 8:47 pm	None
41	Times Of India Uses Fake Image To Alert Readers About Viral Kiki Challenge	None	https://www.boomlive.in/times-of-india-uses-fake-image-to-alert-readers-about-viral-kiki-challenge/	None	None	None	None	None	Times Of India Uses Fake Image To Alert Readers About Viral Kiki Challenge	Jul 30 2018 6:40 pm	None
42	Did Vijay Mallya Donate Rs 35 Crore To BJP Before Leaving India?	None	https://www.boomlive.in/did-vijay-mallya-donate-rs-35-crore-to-bjp-before-leaving-india/	FACT: The cheque is a fabricated one and does not belong to Vijay Mallya.	None	None	None	None	Did Vijay Mallya Donate Rs 35 Crore To BJP Before Leaving India?	Jul 18 2018 8:54 pm, Last Updated: Jul 19 2018 10:48 am	None
43	Indian Economy 3rd Largest Or 6th? How To Read GDP Rankings	None	https://www.boomlive.in/indian-economy-3rd-largest-or-6th-how-to-read-gdp-rankings/	None	None	None	None	None	Indian Economy 3rd Largest Or 6th? How To Read GDP Rankings	Jul 17 2018 6:21 pm, Last Updated: Jul 19 2018 10:49 am	None
44	Facebook Removes Fake News Page Postcard For Copyright Violations	None	https://www.boomlive.in/facebook-removes-fake-news-page-postcard-for-copyright-violations/	None	None	None	None	None	Facebook Removes Fake News Page Postcard For Copyright Violations	Jul 16 2018 5:42 pm, Last Updated: Jul 17 2018 8:25 am	None
45	Pakistani Ad Agency Behind Child Kidnapping Video Breaks Its Silence	None	https://www.boomlive.in/pakistani-ad-agency-behind-child-kidnapping-video-breaks-its-silence/	None	None	None	None	None	Pakistani Ad Agency Behind Child Kidnapping Video Breaks Its Silence	Jul 06 2018 4:15 pm, Last Updated: Jul 06 2018 4:42 pm	None
46	‘No Big Communal Riot’ In Last 4 Years: BJP Minister. Fact: 389 Dead in Over 2,000 Communal Incidents	None	https://www.boomlive.in/no-big-communal-riot-in-last-4-years-bjp-minister-fact-389-dead-in-over-2000-communal-incidents/	None	None	None	None	None	‘No Big Communal Riot’ In Last 4 Years: BJP Minister. Fact: 389 Dead in Over 2,000 Communal Incidents	Jul 06 2018 10:02 am, Last Updated: Jul 06 2018 4:26 pm	None
47	CLAIM: This video shows artificial colour being added to green peas.	RATING: False	https://www.boomlive.in/no-this-video-does-not-show-how-artificial-colour-is-added-to-peas/	FACT: The process depicted in the video is ‘seed treatment’ or ‘seed dressing’. Seeds are treated with antimicrobial or fungicidal chemicals before planting them.	None	None	None	None	No, This Video Does Not Show How Artificial Colour Is Added To Peas	Jul 05 2018 7:15 pm	None
48	The Truth Behind This Viral Video Claiming Hindu School Kids Are Being Taught Namaz	None	https://www.boomlive.in/the-truth-behind-this-viral-video-claiming-hindu-school-kids-are-being-taught-namaz/	None	None	None	None	None	The Truth Behind This Viral Video Claiming Hindu School Kids Are Being Taught Namaz	Jul 03 2018 8:13 pm, Last Updated: Jul 04 2018 12:07 am	None
49	How A Video From Karnataka Spurred A Mob Attack In Malegaon	None	https://www.boomlive.in/how-a-video-from-karnataka-spurred-a-mob-attack-in-malegaon/	None	None	None	None	None	How A Video From Karnataka Spurred A Mob Attack In Malegaon	Jul 02 2018 7:11 pm, Last Updated: Jul 02 2018 7:12 pm	None
50	Kiren Rijiju Shares Brazilian Football Prodigy’s Video While Praising Narendra Modi	None	https://www.boomlive.in/kiren-rijiju-shares-brazilian-football-prodigys-video-while-praising-narendra-modi/	None	None	None	None	None	Kiren Rijiju Shares Brazilian Football Prodigy’s Video While Praising Narendra Modi	Jul 02 2018 3:52 pm	None
51	CLAIM: Pakistani cricketer turned politician Imran Khan was beaten up outside his house.	None	https://www.boomlive.in/imran-khan-beaten-2013-stage-mishap-video-goes-viral-on-social-media/	FACT: Fake. The original video is from 2013 when Khan fell off a hydraulic lift while campaigning in Lahore.	None	None	None	None	Imran Khan Beaten? 2013 Stage Mishap Video Goes Viral On Social Media	Jun 27 2018 5:41 pm, Last Updated: Jun 27 2018 6:44 pm	None
52	RSS Vs Pakistan: 2016 Video of Indian Wrestlers Kavita Devi & Bull Bull Goes Viral	None	https://www.boomlive.in/rss-vs-pakistan-2016-video-of-indian-wrestlers-kavita-devi-bull-bull-goes-viral/	None	None	None	None	None	RSS Vs Pakistan: 2016 Video of Indian Wrestlers Kavita Devi & Bull Bull Goes Viral	Jun 24 2018 7:18 pm, Last Updated: Jun 25 2018 12:03 pm	None
53	ET Deletes Amit Shah From Demonetisation Story, Other Websites Take Down	None	https://www.boomlive.in/et-deletes-amit-shah-from-demonetisation-story-other-websites-take-down/	None	None	None	None	None	ET Deletes Amit Shah From Demonetisation Story, Other Websites Take Down	Jun 22 2018 4:41 pm, Last Updated: Jun 23 2018 1:11 pm	None
54	Airtel ‘Bigotry’ Row: The Gaganjot Tweet To Pooja That Everyone Missed	None	https://www.boomlive.in/airtel-bigotry-row-the-gaganjot-tweet-to-pooja-that-everyone-missed/	None	None	None	None	None	Airtel ‘Bigotry’ Row: The Gaganjot Tweet To Pooja That Everyone Missed	Jun 21 2018 8:03 pm, Last Updated: Jun 21 2018 8:05 pm	None
55	‘Rahul Gandhi Not A Hindu’: Did Mahatma Gandhi’s Great Grandson Say This?	None	https://www.boomlive.in/rahul-gandhi-not-a-hindu-did-mahatma-gandhis-great-grandson-say-this/	None	None	None	None	None	‘Rahul Gandhi Not A Hindu’: Did Mahatma Gandhi’s Great Grandson Say This?	Jun 21 2018 7:28 pm, Last Updated: Jun 25 2018 6:00 pm	None
56	Rats Destroy Notes In SBI ATM In Assam, HDFC Bank Says ‘Not Our ATM’	None	https://www.boomlive.in/rats-destroy-notes-in-sbi-atm-in-assam-hdfc-bank-says-not-our-atm/	None	None	None	None	None	Rats Destroy Notes In SBI ATM In Assam, HDFC Bank Says ‘Not Our ATM’	Jun 20 2018 4:28 pm	None
57	Google To Work With BOOM, Fact Checkers To Train 8000 Journalists In India	None	https://www.boomlive.in/google-to-work-with-boom-fact-checkers-to-train-8000-journalists-in-india/	None	None	None	None	None	Google To Work With BOOM, Fact Checkers To Train 8000 Journalists In India	Jun 19 2018 6:50 pm, Last Updated: Jun 19 2018 6:56 pm	None
58	Wrong Image Being Shared As That Of Army Jawan Aurangzeb Killed In Kashmir	None	https://www.boomlive.in/wrong-image-being-shared-as-that-of-army-jawan-aurangzeb-killed-in-kashmir/	None	None	None	None	None	Wrong Image Being Shared As That Of Army Jawan Aurangzeb Killed In Kashmir	Jun 18 2018 10:02 pm	None
59	Rahul Gandhi’s Fuzzy History Of Coca-Cola’s Origin & Founder	None	https://www.boomlive.in/rahul-gandhis-fuzzy-history-of-coca-colas-origin-founder/	None	None	None	None	None	Rahul Gandhi’s Fuzzy History Of Coca-Cola’s Origin & Founder	Jun 11 2018 8:09 pm	None
60	CLAIM: A Times of India newspaper clipping is being shared on social media claiming the Bharatiya Janata Party government in Uttar Pradesh has passed a law that introduced 6% GST on Sunday church offerings.	None	https://www.boomlive.in/6-gst-on-sunday-church-offerings-did-up-govt-pass-a-new-law/	FACT: False. The Yogi Adityanath led-BJP government in UP has not passed any such law.	None	None	None	None	6% GST On Sunday Church Offerings? Did UP Govt Pass A New Law?	Jun 08 2018 6:30 pm, Last Updated: Jun 08 2018 6:32 pm	None
61	You’ve Seen This Video Clip From The UK Now Read The Story Behind It	None	https://www.boomlive.in/youve-seen-this-video-clip-from-the-uk-now-read-the-story-behind-it/	None	None	None	None	None	You’ve Seen This Video Clip From The UK Now Read The Story Behind It	Jun 06 2018 8:20 pm	None
62	Video Claiming Christian Missionaries Burnt Indian Flag & Hindu Idol In Mizoram: The Facts	None	https://www.boomlive.in/video-claiming-christian-missionaries-burnt-indian-flag-hindu-idol-in-mizoram-the-facts/	None	None	None	None	None	Video Claiming Christian Missionaries Burnt Indian Flag & Hindu Idol In Mizoram: The Facts	Jun 05 2018 9:01 pm, Last Updated: Jun 05 2018 9:04 pm	None
63	CLAIM: Restaurant staff seen washing dishes with dirty water from a puddle near the restaurant.	RATING: True	https://www.boomlive.in/video-of-restaurant-staff-washing-dishes-with-pothole-water-is-not-from-india/	FACT: The video was captured late May at an Indian restaurant in Bangsar, Malaysia. The restaurant apologised but has since shut down indefinitely, according to news reports.	None	None	None	None	Video Of Restaurant Staff Washing Dishes With Pothole Water Is Not From India	Jun 04 2018 10:31 pm, Last Updated: Jun 06 2018 12:08 pm	None
64	J&K Police Slams Madhu Kishwar, Calls Her Tweet On Burhan Wani ‘Concocted’	None	https://www.boomlive.in/jk-police-slams-madhu-kishwar-calls-her-tweet-on-burhan-wani-concocted/	None	None	None	None	None	J&K Police Slams Madhu Kishwar, Calls Her Tweet On Burhan Wani ‘Concocted’	May 29 2018 6:55 pm, Last Updated: May 29 2018 6:57 pm	None
65	‘Karnataka DGP Not Transferred’: State Govt Refute Viral Media Reports	None	https://www.boomlive.in/karnataka-dgp-not-transferred-state-govt-refute-viral-media-reports/	None	None	None	None	None	‘Karnataka DGP Not Transferred’: State Govt Refute Viral Media Reports	May 25 2018 8:47 pm, Last Updated: May 25 2018 8:50 pm	None
66	Did PM Narendra Modi Ignore His Security Guard Dying Of Heart Attack?	None	https://www.boomlive.in/did-pm-narendra-modi-ignore-his-security-guard-dying-of-heart-attack/	The man who fainted on the stage was not a security officer but the state’s senior most police officer and Director General of Police Amitabh Pathak. The DGP was given immediate medical treatment at the venue itself and did not die on that day as claimed in the viral message going around on social media. But in an unfortunate turn of events, Pathak died one week later while vacationing with his family in Thailand, according to a Times of India report on August 24, 2013.	None	None	None	None	Did PM Narendra Modi Ignore His Security Guard Dying Of Heart Attack?	May 24 2018 8:57 pm	None
67	Fuel Price Pinch In India: Viral Pic Claiming German Mass Protest Is From China	None	https://www.boomlive.in/fuel-price-pinch-in-india-viral-pic-claiming-german-mass-protest-is-from-china/	None	None	None	None	None	Fuel Price Pinch In India: Viral Pic Claiming German Mass Protest Is From China	May 24 2018 6:27 pm, Last Updated: May 24 2018 8:59 pm	None
68	Nipah Virus: Fake Alerts Go Viral On Social Media As Death Toll Rises	None	https://www.boomlive.in/nipah-virus-fake-alerts-go-viral-on-social-media-as-death-toll-rises/	None	None	None	None	None	Nipah Virus: Fake Alerts Go Viral On Social Media As Death Toll Rises	May 23 2018 8:14 pm, Last Updated: May 23 2018 8:25 pm	None
69	BJP Revives Rajiv Gandhi’s 1984 Speech Video Justifying Sikh Riots	None	https://www.boomlive.in/bjp-revives-rajiv-gandhis-1984-speech-video-justifying-sikh-riots/	None	None	None	None	None	BJP Revives Rajiv Gandhi’s 1984 Speech Video Justifying Sikh Riots	May 22 2018 9:40 pm, Last Updated: May 22 2018 9:42 pm	None
70	2015 Video Of Karnataka Governor’s National Anthem Faux Pas Goes Viral	None	https://www.boomlive.in/2015-video-of-karnataka-governors-national-anthem-faux-pas-goes-viral/	FACT: The faux pas by the Karnataka Governor took place on March 10, 2015 when he walked off the stage even as the national anthem was being played at the swearing-in of a Karnataka High Court judge at Raj Bhavan, reported The Times of India.	None	None	None	None	2015 Video Of Karnataka Governor’s National Anthem Faux Pas Goes Viral	May 17 2018 7:53 pm, Last Updated: May 17 2018 8:04 pm	None
71	Video Of PM Modi’s Speech In China Misspelling “STRENGTH” Goes Viral	None	https://www.boomlive.in/video-of-pm-modis-speech-in-china-misspelling-strength-goes-viral/	None	None	None	None	None	Video Of PM Modi’s Speech In China Misspelling “STRENGTH” Goes Viral	May 16 2018 8:35 pm, Last Updated: May 16 2018 8:38 pm	None
72	News Websites, TV Channels Air Fake Suvarna News Exit Poll	None	https://www.boomlive.in/news-websites-tv-channels-air-fake-suvarna-news-exit-poll/	None	None	None	None	None	News Websites, TV Channels Air Fake Suvarna News Exit Poll	May 13 2018 1:17 pm, Last Updated: May 13 2018 1:20 pm	None
73	FactCheck For Tripura CM Biplab Deb: Tagore Gave Up Knighthood Not Nobel	None	https://www.boomlive.in/factcheck-for-tripura-cm-biplab-deb-tagore-gave-up-knighthood-not-nobel/	None	None	None	None	None	FactCheck For Tripura CM Biplab Deb: Tagore Gave Up Knighthood Not Nobel	May 11 2018 6:28 pm, Last Updated: May 11 2018 6:39 pm	None
74	Nehru Met Bhagat Singh in Jail: The Tribune’s Archives Disproves Modi’s Claim	None	https://www.boomlive.in/nehru-met-bhagat-singh-in-jail-the-tribunes-archives-disproves-modis-claim/	None	None	None	None	None	Nehru Met Bhagat Singh in Jail: The Tribune’s Archives Disproves Modi’s Claim	May 10 2018 8:58 pm, Last Updated: May 10 2018 9:11 pm	None
75	Nawaz Sharif Laundered $4.9 Bn To India? World Bank Says Not Our Report	None	https://www.boomlive.in/nawaz-sharif-laundered-4-9-bn-to-india-world-bank-says-not-our-report/	None	None	None	None	None	Nawaz Sharif Laundered $4.9 Bn To India? World Bank Says Not Our Report	May 09 2018 9:10 pm, Last Updated: May 09 2018 9:19 pm	None
76	No, This Picture Of Narendra Modi’s Mother Hiraben Is Not Photoshopped But It Is Old	None	https://www.boomlive.in/no-this-picture-of-narendra-modis-mother-hiraben-is-not-photoshopped-but-it-is-old/	None	None	None	None	None	No, This Picture Of Narendra Modi’s Mother Hiraben Is Not Photoshopped But It Is Old	May 06 2018 1:59 pm	None
77	UPA Vs NDA: Who Provided More Funds To Karnataka’s Cities? A FactCheck	RATING: FALSE	https://www.boomlive.in/upa-vs-nda-who-provided-more-funds-to-karnatakas-cities-a-factcheck/	FACT: The NDA government approved and released more funds for urban infrastructure development in Karnataka than UPA.	None	None	None	None	UPA Vs NDA: Who Provided More Funds To Karnataka’s Cities? A FactCheck	May 05 2018 9:46 pm, Last Updated: May 06 2018 9:47 am	None
78	CLAIM: Karnataka Leads In Investment Intentions; FACT: Yes, But Implementation Low	None	https://www.boomlive.in/claim-karnataka-ranks-first-in-investment-intentions-fact-yes-but-implementation-is-low/	None	None	None	None	None	CLAIM: Karnataka Leads In Investment Intentions; FACT: Yes, But Implementation Low	Apr 28 2018 5:50 pm, Last Updated: Apr 29 2018 5:31 pm	None
