claim_id	claim	label	claim_url	reason	categories	speaker	checker	tags	article_title	publish_date	claim_date
11	VERA FILES FACT CHECK: Online post claiming 10 projects under Build, Build, Build are Duterte's projects MISLEADING	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-online-post-claiming-10-projects-under	None	None	None	None	Duterte,build build build	VERA FILES FACT CHECK: Online post claiming 10 projects under Build, Build, Build are Duterte's projects MISLEADING	October 24, 2018	None
12	VERA FILES FACT CHECK: Catholic Church DID NOT say pedophilia is 'religious freedom' for priests	FAKE	http://verafiles.org/articles/vera-files-fact-check-catholic-church-did-not-say-pedophilia	None	None	None	None	Catholic Church,pedophilia,religious freedom	VERA FILES FACT CHECK: Catholic Church DID NOT say pedophilia is 'religious freedom' for priests	October 24, 2018	None
13	​VERA FILES FACT CHECK: Report about Kris Aquino's 'death' FAKE NEWS	FAKE	http://verafiles.org/articles/vera-files-fact-check-report-about-kris-aquinos-death-fake-n	None	None	None	None	death hoax,Kris Aquino	​VERA FILES FACT CHECK: Report about Kris Aquino's 'death' FAKE NEWS	October 23, 2018	None
14	VERA FILES FACT: Report about Austrian firm hailing Duterte as 'world's best president' FAKE NEWS	FAKE	http://verafiles.org/articles/vera-files-fact-report-about-austrian-firm-hailing-duterte-w	None	None	None	None	fake news,world's best president	VERA FILES FACT: Report about Austrian firm hailing Duterte as 'world's best president' FAKE NEWS	October 23, 2018	None
15	VERA FILES FACT CHECK: Report on Bam Aquino eating street food as election propaganda UNSUPPORTED	UNPROVEN	http://verafiles.org/articles/vera-files-fact-check-report-bam-aquino-eating-street-food-e	None	None	None	None	unproven	VERA FILES FACT CHECK: Report on Bam Aquino eating street food as election propaganda UNSUPPORTED	October 23, 2018	None
16	VERA FILES FACT CHECK: Report saying Leni Robredo 'ready to step down from office out of shame' UNTRUE	FAKE	http://verafiles.org/articles/vera-files-fact-check-report-saying-leni-robredo-ready-step	None	None	None	None	false news	VERA FILES FACT CHECK: Report saying Leni Robredo 'ready to step down from office out of shame' UNTRUE	October 23, 2018	None
17	VERA FILES FACT CHECK: Report about Angelina Jolie saying US needs leader 'like Duterte' FAKE NEWS	FAKE	http://verafiles.org/articles/vera-files-fact-check-report-about-angelina-jolie-saying-us	None	None	None	None	fake news	VERA FILES FACT CHECK: Report about Angelina Jolie saying US needs leader 'like Duterte' FAKE NEWS	October 23, 2018	None
18	VERA FILES FACT CHECK: Online post comparing Aquino's and Duterte's transition shelter projects carries FALSE info	FALSE	http://verafiles.org/articles/vera-files-fact-check-online-post-comparing-aquinos-and-dute	None	None	None	None	false news	VERA FILES FACT CHECK: Online post comparing Aquino's and Duterte's transition shelter projects carries FALSE info	October 23, 2018	None
19	VERA FILES FACT CHECK: Facebook post claiming UN hailed Duterte ‘world’s best president’ FAKE	FAKE	http://verafiles.org/articles/vera-files-fact-check-facebook-post-claiming-un-hailed-duter	None	None	None	None	Duterte,fake news	VERA FILES FACT CHECK: Facebook post claiming UN hailed Duterte ‘world’s best president’ FAKE	October 23, 2018	None
20	VERA FILES FACT CHECK: Duterte, DOF differ on main driver of inflation	None	http://verafiles.org/articles/vera-files-fact-check-duterte-dof-differ-main-driver-inflati	None	None	None	None	Duterte,inflation,Antonio Lambino II	VERA FILES FACT CHECK: Duterte, DOF differ on main driver of inflation	October 22, 2018	None
21	The reporter asked Marcos:	FALSE	http://verafiles.org/articles/vera-files-fact-check-imee-marcos-disclaimer-corruption-duri	The ill-gotten wealth issue has been extensively documented by the Presidential Commission on Good Government, which was established soon after the EDSA 1986 People Power Revolution that overthrew Marcos.	None	None	None	Ill-gotten wealth,Imee Marcos	VERA FILES FACT CHECK: Imee Marcos disclaimer on corruption during the Marcos regime is FALSE	October 19, 2018	None
22	Airing his frustration at a military general he fired in connection with the procurement of medicines and medical supplies for soldiers, Duterte recalled how he ran Davao City as mayor:	None	http://verafiles.org/articles/vera-files-fact-check-duterte-wrong-about-davao-citys-financ	Davao City’s revenue growth rate in 2016, the year Duterte was elected president, stood at 10.24 percent, not 9 percent, data from the Commission on Audit’s (COA) reports show.	None	None	None	Duterte,Davao economic growth,Davao revenue	VERA FILES FACT CHECK: Duterte WRONG about Davao City’s financial figures--again	October 18, 2018	None
23	The Youtube channel BITAG OFFICIAL uploaded Oct. 12 a 9-minute clip of Tulfo’s BITAG Live episode that day with the title, “UN chief, pabor sa Drug War ni PDu30! CHR, sampal sa inyo (UN chief, in favor of PDu30’s drug war! CHR, this is a slap to your face)!”	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-ben-tulfos-report-claiming-un-chief-fa	Both the title of the clip and Tulfo’s report are misleading.	None	None	None	United Nations,war on drugs,Benjamin Tulfo,António Guterres	VERA FILES FACT CHECK: Ben Tulfo’s report claiming UN chief ‘in favor of Duterte’s drug war’ MISLEADING	October 18, 2018	None
24	Responding to concerns over the possible consequences of the Philippines' withdrawal from the ICC to the country’s maritime disputes with China, Panelo said:	None	http://verafiles.org/articles/vera-files-fact-check-his-1st-media-briefing-palace-spokesma	Panelo’s first claim is false; the second is misleading.	None	None	None	ICC,salvador panelo	VERA FILES FACT CHECK: In his 1st media briefing as Palace spokesman, Panelo makes two wrong claims on the ICC	October 17, 2018	None
25	On Oct. 11, Politiko published a 25-second video clip from a press conference held by the House of Representative’s Makabayan bloc on Oct. 9. The clip, not accompanied by any text on the webpage, had a cropped photo of President Rodrigo Duterte, his partner Honeylet Avanceña, daughter Veronica and Special Assistant Bong Go inside a clothing store in Hong Kong.	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-news-report-about-opposition-lawmakers	The headline distorts Tinio’s statement when he said a complete disclosure of the President's agenda and itinerary should be made by Malacañang because “government funds and resources were used” to fly him to Hong Kong on Oct. 5:	None	None	None	Politiko,Antonio Tinio,Duterte in Hong Kong	VERA FILES FACT CHECK: News report about opposition lawmaker’s comment on Duterte’s HK trip MISLEADING	October 16, 2018	None
26	Amid threats, ‘fake news’ and eroding trust levels, journalists in Asia urged to fight back	None	http://verafiles.org/articles/amid-threats-fake-news-and-eroding-trust-levels-journalists	None	None	None	None	fake news,Zulkiflee Anwar Ulhaque,Asian Investigative Journalism Conference	Amid threats, ‘fake news’ and eroding trust levels, journalists in Asia urged to fight back	October 13, 2018	None
27	VERA FILES FACT SHEET: Why ‘red-tagging’ is dangerous	None	http://verafiles.org/articles/vera-files-fact-sheet-why-red-tagging-dangerous	None	None	None	None	red-tagging,red-baiting,Red October	VERA FILES FACT SHEET: Why ‘red-tagging’ is dangerous	October 11, 2018	None
28	​VERA FILES FACT CHECK: Report about Frank Drilon being 'killed in an ambush' FAKE NEWS	FAKE	http://verafiles.org/articles/vera-files-fact-check-report-about-frank-drilon-being-killed	None	None	None	None	death hoax,Franklin Drilon	​VERA FILES FACT CHECK: Report about Frank Drilon being 'killed in an ambush' FAKE NEWS	October 10, 2018	None
29	VERA FILES FACT CHECK: Report claiming 45% of Filipinos believe Robredo has 'mental problems' FAKE	FAKE	http://verafiles.org/articles/vera-files-fact-check-report-claiming-45-filipinos-believe-r	None	None	None	None	Leni Robredo,SWS survey,Duterte's health	VERA FILES FACT CHECK: Report claiming 45% of Filipinos believe Robredo has 'mental problems' FAKE	October 10, 2018	None
30	VERA FILES FACT CHECK: Article claiming suspected Iriga City drug pusher De Lima's nephew TRUE	TRUE	http://verafiles.org/articles/vera-files-fact-check-article-claiming-suspected-iriga-city	None	None	None	None	Leila de Lima,Francis Manuel De Lima	VERA FILES FACT CHECK: Article claiming suspected Iriga City drug pusher De Lima's nephew TRUE	October 10, 2018	None
31	VERA FILES FACT CHECK: Post on Duterte’s ‘high-speed railway system’ map MISLEADING, uses pirated SATIRICAL photo	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-post-dutertes-high-speed-railway-syste	None	None	None	None	misleading	VERA FILES FACT CHECK: Post on Duterte’s ‘high-speed railway system’ map MISLEADING, uses pirated SATIRICAL photo	October 05, 2018	None
32	In a press release issued by the Office of the Solicitor General on Sept. 29, Calida said President Rodrigo Duterte was merely “implementing the law” when he issued Proclamation No. 572, which voids the amnesty the previous administration granted Trillanes.	None	http://verafiles.org/articles/vera-files-fact-check-calida-wrongly-claims-trillanes-was-in	Trillanes, a former Navy officer, was not part of the Feb. 26, 2006, Marine standoff.	None	None	None	calida,Trillanes,amnesty	VERA FILES FACT CHECK: Calida wrongly claims Trillanes was involved in 2006 Marines standoff	October 04, 2018	None
33	In a Sept. 27 interview with CNN Philippines, Marcos and ex-senator Jinggoy Estrada were asked if they thought Trillanes’ arrest ordered by Makati Regional Trial Court (RTC) branch 150 was “right or wrong.”	None	http://verafiles.org/articles/vera-files-fact-check-imee-changes-tune-trillanes-amnesty	None	None	None	None	Trillanes,Amnesty revoked,Imee Marcos	VERA FILES FACT CHECK: Imee changes tune on Trillanes’ amnesty	October 04, 2018	None
34	Statement: On July 4, 2017, in her newspaper column, Uson wrote she hopes President Rodrigo Duterte extends his term as president “by any means” possible.	None	http://verafiles.org/articles/vera-files-fact-sheet-trail-false-claims-made-and-fake-news	None	None	None	None	Mocha Uson,misinformation,false claims	VERA FILES FACT SHEET: A trail of false claims made and fake news shared by Mocha Uson	October 03, 2018	None
35	​VERA FILES FACT SHEET: Uson leaves gov’t with three cases before Ombudsman	None	http://verafiles.org/articles/vera-files-fact-sheet-uson-leaves-govt-three-cases-ombudsman	None	None	None	None	Mocha Uson,drew olivar,sign language,ASL,FSL	​VERA FILES FACT SHEET: Uson leaves gov’t with three cases before Ombudsman	October 03, 2018	None
36	VERA FILES FACT CHECK: Story FALSELY CLAIMS media does not report on gov’t fishing and agriculture livelihood programs	FALSE	http://verafiles.org/articles/vera-files-fact-check-story-falsely-claims-media-does-not-re	None	None	None	None	false news	VERA FILES FACT CHECK: Story FALSELY CLAIMS media does not report on gov’t fishing and agriculture livelihood programs	October 03, 2018	None
37	VERA FILES FACT CHECK: Online post MISLEADS with dated photo of Angelica Panganiban	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-online-post-misleads-dated-photo-angel	None	None	None	None	misleading	VERA FILES FACT CHECK: Online post MISLEADS with dated photo of Angelica Panganiban	September 28, 2018	None
38	VERA FILES FACT CHECK: Facebook post linking LP to P300M worth of smuggled rice has NO BASIS	None	http://verafiles.org/articles/vera-files-fact-check-facebook-post-linking-lp-p300m-worth-s	None	None	None	None	unproven	VERA FILES FACT CHECK: Facebook post linking LP to P300M worth of smuggled rice has NO BASIS	September 28, 2018	None
39	VERA FILES FACT CHECK: Report on Duterte gov't keeping foreign aid MISLEADING	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-report-duterte-govt-keeping-foreign-ai	None	None	None	None	misleading	VERA FILES FACT CHECK: Report on Duterte gov't keeping foreign aid MISLEADING	September 28, 2018	None
40	VERA FILES FACT CHECK: Website MISLEADS with rehashed photos of a police raid on illegal factory	None	http://verafiles.org/articles/vera-files-fact-check-website-misleads-rehashed-photos-polic	None	None	None	None	misleading	VERA FILES FACT CHECK: Website MISLEADS with rehashed photos of a police raid on illegal factory	September 27, 2018	None
41	VERA FILES FACT CHECK: Online post claiming Hontiveros assured rallyists 'will be paid' FAKE	FAKE	http://verafiles.org/articles/vera-files-fact-check-online-post-claiming-hontiveros-assure	None	None	None	None	fake news	VERA FILES FACT CHECK: Online post claiming Hontiveros assured rallyists 'will be paid' FAKE	September 27, 2018	None
42	VERA FILES FACT CHECK: Reposted online report on ex-CHR chair Rosales MISLEADING	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-reposted-online-report-ex-chr-chair-ro	None	None	None	None	misleading	VERA FILES FACT CHECK: Reposted online report on ex-CHR chair Rosales MISLEADING	September 27, 2018	None
43	VERA FILES FACT CHECK: Reports about failed anti-Duterte protest UNSUPPORTED, MISLEADS with doctored photos	UNPROVEN	http://verafiles.org/articles/vera-files-fact-check-reports-about-failed-anti-duterte-prot	None	None	None	None	misleading	VERA FILES FACT CHECK: Reports about failed anti-Duterte protest UNSUPPORTED, MISLEADS with doctored photos	September 27, 2018	None
44	VERA FILES FACT CHECK: Report on DotA 2 ban in the Philippines a PRANK	None	http://verafiles.org/articles/vera-files-fact-check-report-dota-2-ban-philippines-prank	None	None	None	None	fake news	VERA FILES FACT CHECK: Report on DotA 2 ban in the Philippines a PRANK	September 27, 2018	None
45	VERA FILES FACT CHECK: This video is from a Hollywood film, NOT Hong Kong	FALSE	http://verafiles.org/articles/vera-files-fact-check-video-hollywood-not-hong-kong	None	None	None	None	false news	VERA FILES FACT CHECK: This video is from a Hollywood film, NOT Hong Kong	September 27, 2018	None
46	VERA FILES FACT CHECK: Online post claiming Chinese hospital ship to aid ‘Ompong’ victims FALSE	FALSE	http://verafiles.org/articles/vera-files-fact-check-online-post-claiming-chinese-hospital	None	None	None	None	false news,misleading	VERA FILES FACT CHECK: Online post claiming Chinese hospital ship to aid ‘Ompong’ victims FALSE	September 27, 2018	None
47	VERA FILES FACT CHECK: Duterte fan page MISLEADS with Red Cross relief op photos	FALSE	http://verafiles.org/articles/vera-files-fact-check-duterte-fan-page-misleads-red-cross-re	None	None	None	None	Ompong,red cross	VERA FILES FACT CHECK: Duterte fan page MISLEADS with Red Cross relief op photos	September 26, 2018	None
48	VERA FILES FACT CHECK: Pro-Marcos page MISLEADS with outdated report on Aquino plunder case	None	http://verafiles.org/articles/vera-files-fact-check-pro-marcos-page-misleads-outdated-repo	None	None	None	None	Aquino,marcos gold,plunder case	VERA FILES FACT CHECK: Pro-Marcos page MISLEADS with outdated report on Aquino plunder case	September 26, 2018	None
49	VERA FILES FACT CHECK: Report claiming no media reports on Duterte's Benguet visit NOT TRUE	FAKE	http://verafiles.org/articles/vera-files-fact-check-report-claiming-no-media-reports-duter	None	None	None	None	Duterte,Philippine media,Ompong	VERA FILES FACT CHECK: Report claiming no media reports on Duterte's Benguet visit NOT TRUE	September 26, 2018	None
50	VERA FILES FACT CHECK: Reshared post claiming Hontiveros dared Duterte to send all LP members to jail FALSE	FALSE	http://verafiles.org/articles/vera-files-fact-check-reshared-post-claiming-hontiveros-dare	None	None	None	None	fake news,Risa Hontiveros	VERA FILES FACT CHECK: Reshared post claiming Hontiveros dared Duterte to send all LP members to jail FALSE	September 25, 2018	None
51	VERA FILES FACT CHECK: Report claiming Sotto 'feeling burdened' by Trillanes' stay at Senate MISLEADS with inaccurate headline	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-report-claiming-sotto-feeling-burdened	None	None	None	None	Trillanes,Cynthia Villar,Tito Sotto	VERA FILES FACT CHECK: Report claiming Sotto 'feeling burdened' by Trillanes' stay at Senate MISLEADS with inaccurate headline	September 25, 2018	None
52	VERA FILES FACT CHECK: Palace spox Roque says these Duterte quips should not be taken seriously	None	http://verafiles.org/articles/vera-files-fact-check-palace-spox-roque-says-these-duterte-q	None	None	None	None	Harry Roque,Duterte jokes,rape jokes	VERA FILES FACT CHECK: Palace spox Roque says these Duterte quips should not be taken seriously	September 25, 2018	None
53	VERA FILES FACT SHEET: PDEA tally of Bicol’s drug-affected barangays spikes in the same month Duterte called Naga a shabu ‘hotbed’	None	http://verafiles.org/articles/vera-files-fact-sheet-pdea-tally-bicols-drug-affected-barang	None	None	None	None	PDEA,drug war,shabu hotbed,Naga	VERA FILES FACT SHEET: PDEA tally of Bicol’s drug-affected barangays spikes in the same month Duterte called Naga a shabu ‘hotbed’	September 22, 2018	None
54	On Sept. 6, Facebook user Rene San Gaspar, whose posts are mostly critical of Trillanes and the opposition Liberal Party, uploaded a photo showing Trillanes during the Peninsula Manila siege in 2007.	None	http://verafiles.org/articles/vera-files-fact-check-online-post-makes-false-unsubstantiate	Court rulings, historical accounts and several news reports show the claims are either false or unsubstantiated.	None	None	None	Trillanes	​VERA FILES FACT CHECK: Online post makes false, unsubstantiated claims vs. Trillanes	September 21, 2018	None
55	In Jerusalem Sept. 4, during the signing of agreements with private investors, Duterte introduced members of his cabinet, including Tugade who he said “has billions” and “financed” his candidacy:	None	http://verafiles.org/articles/vera-files-fact-check-duterte-either-made-false-claim-or-adm	Documents obtained by VERA Files the months following the 2016 presidential elections show Duterte and his Partido Pilipino-Lakas ng Bayan (PDP-Laban) party listed 183 campaign donors in their Statements of Contributions and Expenditures (SOCE).	None	None	None	Duterte,Tugade,SOCE	VERA FILES FACT CHECK: Duterte either made a false claim or admitted to election offense in Jerusalem	September 19, 2018	None
56	VERA FILES FACT CHECK: Online post comparing Aquino and Duterte relief operations MISLEADS with outdated photos	None	http://verafiles.org/articles/vera-files-fact-check-online-post-comparing-aquino-and-duter	None	None	None	None	misleading	VERA FILES FACT CHECK: Online post comparing Aquino and Duterte relief operations MISLEADS with outdated photos	September 19, 2018	None
57	VERA FILES FACT CHECK: Posts on PH submarine acquisition plan MISLEAD with inaccurate photos	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-posts-ph-submarine-acquisition-plan-mi	None	None	None	None	false news	VERA FILES FACT CHECK: Posts on PH submarine acquisition plan MISLEAD with inaccurate photos	September 19, 2018	None
58	VERA FILES FACT CHECK: Report claiming Magdalo preparing for coup FALSE, uses MISLEADING photos	FALSE	http://verafiles.org/articles/vera-files-fact-check-report-claiming-magdalo-preparing-coup	None	None	None	None	false news	VERA FILES FACT CHECK: Report claiming Magdalo preparing for coup FALSE, uses MISLEADING photos	September 18, 2018	None
59	Andanar in a Sept. 8 radio interview was asked to comment on the nine-year high 6.4 percent inflation rate recorded in August.	None	http://verafiles.org/articles/vera-files-fact-check-andanar-falsely-downplays-inflation-fi	Andanar’s statement is wrong; the two figures he mentioned represent different things, are both considered high, and were not misrepresented in media reports.	None	None	None	Bangko Sentral ng Pilipinas,andanar,inflation	VERA FILES FACT CHECK: Andanar falsely downplays inflation figures, accuses media of ‘painting negative picture	September 17, 2018	None
60	VERA FILES FACT CHECK: Stephen Curry DID NOT call Filipinos 'stupid' for voting for Duterte	FAKE	http://verafiles.org/articles/vera-files-fact-check-stephen-curry-did-not-call-filipinos-s	None	None	None	None	Duterte,fake news,stephen curry,stupid	VERA FILES FACT CHECK: Stephen Curry DID NOT call Filipinos 'stupid' for voting for Duterte	September 14, 2018	None
61	VERA FILES FACT SHEET: What PDEA data say about the PH drug situation over the years	None	http://verafiles.org/articles/vera-files-fact-sheet-what-pdea-data-say-about-ph-drug-situa	None	None	None	None	PDEA,war on drugs,drug reports	VERA FILES FACT SHEET: What PDEA data say about the PH drug situation over the years	September 14, 2018	None
62	In the Aug. 17 episode, which ran for almost 90 minutes, Tulfo said:	UNPROVEN	http://verafiles.org/articles/vera-files-fact-check-erwin-tulfo-report-implying-5-senators	Tulfo’s statement about the lawmakers is baseless.	None	None	None	Trillanes,Erwin Tulfo	VERA FILES FACT CHECK: Erwin Tulfo report implying 5 senators told Trillanes to take psych test UNCORROBORATED	September 13, 2018	None
63	Asked about the weakening peso to the United States dollar in a Sept. 7 press briefing in Amman, Jordan, Roque said:	None	http://verafiles.org/articles/vera-files-fact-check-govt-data-debunk-roque-claim-weak-peso	Roque is wrong; for three decades, December is when the peso is often weakest versus the U.S. dollar, Bangko Sentral ng Pilipinas data show.	None	None	None	Harry Roque,exchange rate	VERA FILES FACT CHECK: Gov’t data debunk Roque claim on weak peso	September 13, 2018	None
64	The TV Patrol Weekend report, broadcast Aug. 26, describes a dog-shooting incident involving a police officer in San Pablo City, Laguna.	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-tv-report-dog-shooting-case-misleading	The report is misleading.	None	None	None	misleading,animal rights march	VERA FILES FACT CHECK: TV report on dog-shooting case MISLEADING	September 12, 2018	None
65	VERA FILES FACT CHECK: 3-peso jeep fare hike FAKE NEWS	FAKE	http://verafiles.org/articles/vera-files-fact-check-3-peso-jeep-fare-hike-fake-news	None	None	None	None	fake news	VERA FILES FACT CHECK: 3-peso jeep fare hike FAKE NEWS	September 11, 2018	None
66	Asked about the 6.4 percent inflation rate in August, Panelo on Sept. 7 told CNN Philippines’ Cherie Mercado the figure is wrong and partly blamed the media. He said:	None	http://verafiles.org/articles/vera-files-fact-check-panelo-mixes-inflation-figures	Panelo confused the year-on-year inflation rate which indeed surged 6.4 percent in August, with the 4.8 percent year-to-date inflation rate.	None	None	None	Panelo,inflation	VERA FILES FACT CHECK: Panelo mixes up inflation figures	September 09, 2018	None
67	VERA FILES FACT CHECK: UN DID NOT call Duterte 'world's best president'	FAKE	http://verafiles.org/articles/vera-files-fact-check-un-did-not-call-duterte-worlds-best-pr	None	None	None	None	fake news	VERA FILES FACT CHECK: UN DID NOT call Duterte 'world's best president'	September 07, 2018	None
68	VERA FILES FACT CHECK: Online post claiming Robredo ‘piggybacked’ on school’s livelihood project NOT TRUE	FAKE	http://verafiles.org/articles/vera-files-fact-check-online-post-claiming-robredo-piggyback	None	None	None	None	false news	VERA FILES FACT CHECK: Online post claiming Robredo ‘piggybacked’ on school’s livelihood project NOT TRUE	September 07, 2018	None
69	VERA FILES FACT SHEET: 3 times big events happened in PH while Duterte was abroad	None	http://verafiles.org/articles/vera-files-fact-sheet-3-times-big-events-happened-ph-while-d	None	None	None	None	Duterte,Trillanes,amnesty	VERA FILES FACT SHEET: 3 times big events happened in PH while Duterte was abroad	September 06, 2018	None
70	Piñol, recently in the news for sampling bukbok (weevil)-infested rice, complained in a Sept. 3 open letter to Communications Secretary Martin Andanar:	None	http://verafiles.org/articles/vera-files-fact-check-pinol-blames-state-tv-reporter-accurat	Piñol himself floated the idea to “legalize” or “make legitimate” rice smuggling.	None	None	None	piñol,rice smuggling	VERA FILES FACT CHECK: Piñol falsely claims state TV reporter misquoted him on rice smuggling	September 06, 2018	None
71	VERA FILES FACT CHECK: Report about 7 PH cities 'disappearing' by 2085 FAKE NEWS	FAKE	http://verafiles.org/articles/vera-files-fact-check-report-about-7-ph-cities-disappearing	None	None	None	None	fake news	VERA FILES FACT CHECK: Report about 7 PH cities 'disappearing' by 2085 FAKE NEWS	September 06, 2018	None
72	VERA FILES FACT CHECK: Hontiveros DID NOT defend viral weed-smoking men	FAKE	http://verafiles.org/articles/vera-files-fact-check-hontiveros-did-not-defend-viral-weed-s	None	None	None	None	fake news	VERA FILES FACT CHECK: Hontiveros DID NOT defend viral weed-smoking men	September 06, 2018	None
73	VERA FILES FACT CHECK: Report about OFW 'mutilated' and 'raped' by Saudi Arabians FAKE NEWS	FAKE	http://verafiles.org/articles/vera-files-fact-check-report-about-ofw-mutilated-and-raped-s	None	None	None	None	fake news	VERA FILES FACT CHECK: Report about OFW 'mutilated' and 'raped' by Saudi Arabians FAKE NEWS	September 06, 2018	None
74	VERA FILES FACT CHECK: NAIA will NOT BE RENAMED Manila Int'l Airport soon	FALSE	http://verafiles.org/articles/vera-files-fact-check-naia-will-not-be-renamed-manila-intl-a	None	None	None	None	false news	VERA FILES FACT CHECK: NAIA will NOT BE RENAMED Manila Int'l Airport soon	September 06, 2018	None
75	VERA FILES FACT CHECK: Online post about prepaid Globe promos MISLEADS with mostly fake codes	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-online-post-about-prepaid-globe-promos	None	None	None	None	misleading	VERA FILES FACT CHECK: Online post about prepaid Globe promos MISLEADS with mostly fake codes	September 05, 2018	None
76	VERA FILES FACT SHEET: Duterte voiding Trillanes amnesty explained	None	http://verafiles.org/articles/vera-files-fact-check-duterte-voiding-trillanes-amnesty-expl	None	None	None	None	Duterte,Trillanes,amnesty	VERA FILES FACT SHEET: Duterte voiding Trillanes amnesty explained	September 04, 2018	None
77	VERA FILES FACT CHECK: MISLEADING post claims Poe called Duterte admin ‘palpak’	MISLEADING	http://verafiles.org/articles/vera-files-fact-check-misleading-post-claims-poe-called-dute	None	None	None	None	misleading	VERA FILES FACT CHECK: MISLEADING post claims Poe called Duterte admin ‘palpak’	August 31, 2018	None
78	VERA FILES FACT CHECK: Marcos, not Cory, signed ‘endo’ law	None	http://verafiles.org/articles/vera-files-fact-check-marcos-not-cory-signed-endo-law	None	None	None	None	true news	VERA FILES FACT CHECK: Marcos, not Cory, signed ‘endo’ law	August 31, 2018	None
