claim_id	claim	label	claim_url	reason	categories	speaker	checker	tags	article_title	publish_date	claim_date
11	Rajeev Chandrasekhar shares mischievously edited clip of Ashok Gehlot, deletes later	None	http://www.altnews.in/rajeev-chandrasekhar-shares-mischievously-edited-clip-of-ashok-gehlot-deletes-later/	None	None	None	Arjun Sidharth	None	Rajeev Chandrasekhar shares mischievously edited clip of Ashok Gehlot, deletes later	2018-10-23T16:31:35+00:00	None
12	Delhi MLA Manjinder Sirsa shares affectionate photo of Nehru with his niece to malign him	None	http://www.altnews.in/delhi-mla-manjinder-sirsa-shares-affectionate-photo-of-nehru-with-his-niece-to-malign-him/	None	None	None	Pooja Chaudhuri	None	Delhi MLA Manjinder Sirsa shares affectionate photo of Nehru with his niece to malign him	2018-10-22T18:39:31+00:00	None
13	Fake news about Amritsar train driver’s suicide circulates on social media	None	http://www.altnews.in/fake-news-about-amritsar-train-drivers-suicide-circulates-on-social-media/	None	None	None	Jignesh Patel	None	Fake news about Amritsar train driver’s suicide circulates on social media	2018-10-22T17:26:20+00:00	None
14	Sabrimala: BJP’s K Surendran falsely claims woman injured due to Kerala police brutality	None	http://www.altnews.in/kerala-protests-woman-injured-due-to-stone-pelting-social-media-falsely-claims-police-brutality/	None	None	None	Arjun Sidharth	None	Sabrimala: BJP’s K Surendran falsely claims woman injured due to Kerala police brutality	2018-10-18T20:38:44+00:00	None
15	Superhero elephant saving bus from falling into a ditch? Not really	None	http://www.altnews.in/superhero-elephant-saving-bus-from-falling-into-a-ditch-not-really/	None	None	None	Jignesh Patel	None	Superhero elephant saving bus from falling into a ditch? Not really	2018-10-18T19:41:44+00:00	None
16	Viral: Morphed image of PM Modi sitting next to a woman inside aircraft	None	http://www.altnews.in/viral-morphed-image-of-pm-modi-sitting-next-to-a-woman-inside-aircraft/	None	None	None	Arjun Sidharth	None	Viral: Morphed image of PM Modi sitting next to a woman inside aircraft	2018-10-18T16:31:32+00:00	None
17	Rahul Gandhi ridiculed over temple visit in MP, social media claims he offered namaz	None	http://www.altnews.in/rahul-gandhi-ridiculed-over-temple-visit-in-mp-social-media-claims-he-offered-namaz/	None	None	None	Arjun Sidharth	None	Rahul Gandhi ridiculed over temple visit in MP, social media claims he offered namaz	2018-10-16T20:29:42+00:00	None
18	Viral: False claims suggesting Hindu woman attacked by Muslim man in Bihar	None	http://www.altnews.in/viral-false-claims-suggesting-hindu-woman-attacked-by-muslim-man-in-bihar/	None	None	None	Pooja Chaudhuri	None	Viral: False claims suggesting Hindu woman attacked by Muslim man in Bihar	2018-10-16T18:10:17+00:00	None
19	Fact-check: Did India fall from 55 to 103 in Global Hunger Index rankings between 2014-18?	None	http://www.altnews.in/fact-check-did-india-fall-from-55-to-103-in-global-hunger-index-rankings-between-2014-18/	None	None	None	Pooja Chaudhuri	None	Fact-check: Did India fall from 55 to 103 in Global Hunger Index rankings between 2014-18?	2018-10-15T21:15:26+00:00	None
20	No, rice-for-oil agreement between India and Iran is not a unique initiative	None	http://www.altnews.in/no-rice-for-oil-agreement-between-india-and-iran-is-not-a-modi-govt-initiative/	None	None	None	Arjun Sidharth	None	No, rice-for-oil agreement between India and Iran is not a unique initiative	2018-10-15T20:54:37+00:00	None
21	Congress uses 2009 photograph of Ganga river to target PM Modi and Govt	None	http://www.altnews.in/congress-uses-2009-photograph-of-ganga-river-to-target-pm-modi-and-govt/	None	None	None	Arjun Sidharth	None	Congress uses 2009 photograph of Ganga river to target PM Modi and Govt	2018-10-13T16:45:08+00:00	None
22	Congress and media misquote Gadkari on 2014 poll promises	None	http://www.altnews.in/congress-and-media-misquote-gadkari-on-2014-poll-promises/	None	None	None	Jignesh Patel	None	Congress and media misquote Gadkari on 2014 poll promises	2018-10-12T21:20:10+00:00	None
23	Viral: 2013 image of Congress Haryana rally shared as recent Rahul Gandhi rally in Bikaner	None	http://www.altnews.in/viral-2013-image-of-congress-haryana-rally-shared-as-recent-rahul-gandhi-rally-in-bikaner/	None	None	None	Pooja Chaudhuri	None	Viral: 2013 image of Congress Haryana rally shared as recent Rahul Gandhi rally in Bikaner	2018-10-11T18:11:27+00:00	None
24	Unrelated video from West Bengal shared on social media as migrants fleeing Gujarat	None	http://www.altnews.in/unrelated-video-from-west-bengal-shared-on-social-media-as-migrants-fleeing-gujarat/	None	None	None	Jignesh Patel	None	Unrelated video from West Bengal shared on social media as migrants fleeing Gujarat	2018-10-10T18:13:09+00:00	None
25	Old, unrelated images shared to claim Kerala police brutally assaulted Sabarimala protesters	None	http://www.altnews.in/old-unrelated-images-shared-to-claim-kerala-police-brutally-assaulted-sabarimala-protesters/	None	None	None	Arjun Sidharth	None	Old, unrelated images shared to claim Kerala police brutally assaulted Sabarimala protesters	2018-10-10T17:35:41+00:00	None
26	Kapil Mishra continues to mislead on ‘Rupesh Baisoya murder case’	None	http://www.altnews.in/kapil-mishra-continues-to-mislead-on-rupesh-baisoya-murder-case/	None	None	None	Pooja Chaudhuri	None	Kapil Mishra continues to mislead on ‘Rupesh Baisoya murder case’	2018-10-10T15:31:35+00:00	None
27	Viral video of solar panel vandalisation resurfaces accusing Congress party workers	None	http://www.altnews.in/viral-video-of-solar-panel-vandalisation-resurfaces-accusing-congress-party-workers/	None	None	None	Jignesh Patel	None	Viral video of solar panel vandalisation resurfaces accusing Congress party workers	2018-10-08T21:53:59+00:00	None
28	Provocative media reports fuel communal hatemongering on Ankit Garg’s murder	None	http://www.altnews.in/provocative-media-reports-fuel-communal-hatemongering-on-ankit-gargs-murder/	None	None	None	Arjun Sidharth	None	Provocative media reports fuel communal hatemongering on Ankit Garg’s murder	2018-10-07T16:02:04+00:00	None
29	Video of Ponnani beach in Kerala viral as Ram Setu	None	http://www.altnews.in/video-of-ponnani-beach-in-kerala-viral-as-ram-setu/	None	None	None	Arjun Sidharth	None	Video of Ponnani beach in Kerala viral as Ram Setu	2018-10-06T15:56:59+00:00	None
30	Rebel AAP MLA Kapil Mishra falsely claims Delhi resident killed by “Bangladeshi drug mafia”	None	http://www.altnews.in/aap-mla-kapil-mishra-falsely-claims-delhi-resident-killed-by-bangladeshi-drug-mafia/	None	None	None	Pooja Chaudhuri	None	Rebel AAP MLA Kapil Mishra falsely claims Delhi resident killed by “Bangladeshi drug mafia”	2018-10-05T20:15:19+00:00	None
31	Vivek Tiwari case: Fake, sleazy photo circulated to malign Tiwari and eye-witness colleague	None	http://www.altnews.in/vivek-tiwari-case-fake-sleazy-photo-circulated-to-malign-tiwari-and-eye-witness-colleague/	None	None	None	Arjun Sidharth	None	Vivek Tiwari case: Fake, sleazy photo circulated to malign Tiwari and eye-witness colleague	2018-10-05T16:46:02+00:00	None
32	Video of jewellery shop robbery from Egypt shared as Kolhapur, Maharashtra	None	http://www.altnews.in/video-of-jewellery-shop-robbery-from-egypt-shared-as-kolhapur-maharashtra/	None	None	None	Pooja Chaudhuri	None	Video of jewellery shop robbery from Egypt shared as Kolhapur, Maharashtra	2018-10-05T14:36:25+00:00	None
33	Did Congress make citizens take oath against voting for BJP? Mischievously clipped video viral	None	http://www.altnews.in/did-congress-make-citizens-take-oath-against-voting-for-bjp-mischievously-clipped-video-viral/	None	None	None	Pooja Chaudhuri	None	Did Congress make citizens take oath against voting for BJP? Mischievously clipped video viral	2018-10-04T18:00:20+00:00	None
34	Fake quote ascribed to Sambit Patra on farmers’ agitation circulates on social media	None	http://www.altnews.in/fake-quote-ascribed-to-sambit-patra-on-farmers-agitation-circulates-on-social-media/	None	None	None	Arjun Sidharth	None	Fake quote ascribed to Sambit Patra on farmers’ agitation circulates on social media	2018-10-04T16:34:11+00:00	None
35	Congress campaign in Rajasthan includes a scheme launched by BJP government	None	http://www.altnews.in/congress-campaign-in-rajasthan-includes-a-scheme-launched-by-bjp-government/	None	None	None	Jignesh Patel	None	Congress campaign in Rajasthan includes a scheme launched by BJP government	2018-10-04T16:06:41+00:00	None
36	Digvijaya Singh shares photo of ambulances from Andhra as neglect of healthcare by Yogi govt	None	http://www.altnews.in/digvijaya-singh-shares-photo-of-ambulances-from-andhra-as-neglect-of-healthcare-by-yogi-govt/	None	None	None	Arjun Sidharth	None	Digvijaya Singh shares photo of ambulances from Andhra as neglect of healthcare by Yogi govt	2018-10-04T00:16:55+00:00	None
37	BJP Chhattisgarh uses images from Gujarat and abroad to showcase improved highways	None	http://www.altnews.in/bjp-chhattisgarh-uses-images-from-gujarat-and-abroad-to-showcase-improved-highways/	None	None	None	Pooja Chaudhuri	None	BJP Chhattisgarh uses images from Gujarat and abroad to showcase improved highways	2018-10-01T19:36:07+00:00	None
38	Is Sonia Gandhi the 4th richest woman in the world, as claimed by viral social media posts?	None	http://www.altnews.in/is-sonia-gandhi-the-4th-richest-woman-in-the-world-as-claimed-by-viral-social-media-posts/	None	None	None	Pooja Chaudhuri	None	Is Sonia Gandhi the 4th richest woman in the world, as claimed by viral social media posts?	2018-09-29T16:07:07+00:00	None
39	Viral: Photoshopped image calling PM Modi “chor”	None	http://www.altnews.in/viral-photoshopped-image-calling-pm-modi-chor/	None	None	None	Priyanka Jha	None	Viral: Photoshopped image calling PM Modi “chor”	2018-09-28T17:31:37+00:00	None
40	BJP misleads on Rafale, claims Reliance was already part of agreement finalised by UPA-II	None	http://www.altnews.in/bjp-misleads-on-rafale-claims-reliance-was-already-part-of-agreement-finalised-by-upa-ii/	None	None	None	Arjun Sidharth	None	BJP misleads on Rafale, claims Reliance was already part of agreement finalised by UPA-II	2018-09-22T22:28:54+00:00	None
41	FB page India 272+ circulates year old false claim targeting journalist Ravish Kumar	None	http://www.altnews.in/fb-page-india-272-circulates-year-old-false-claim-targeting-journalist-ravish-kumar/	None	None	None	Jignesh Patel	None	FB page India 272+ circulates year old false claim targeting journalist Ravish Kumar	2018-09-22T19:30:16+00:00	None
42	Alt News exposé: Fake News peddling FB page ‘The India Eye’ and its Gujarat connection	None	http://www.altnews.in/alt-news-expose-fake-news-peddling-fb-page-the-india-eye-and-its-gujarat-connnection/	None	None	None	Alt News Desk	None	Alt News exposé: Fake News peddling FB page ‘The India Eye’ and its Gujarat connection	2018-09-22T18:37:42+00:00	None
43	Social media foxed by tweet from unofficial HAL account countering Defence Minister on Rafale deal	None	http://www.altnews.in/social-media-foxed-by-tweet-from-unofficial-hal-account-countering-defence-minister-on-rafale-deal/	None	None	None	Arjun Sidharth	None	Social media foxed by tweet from unofficial HAL account countering Defence Minister on Rafale deal	2018-09-20T20:34:05+00:00	None
44	Fake quote ascribed to Delhi CM Kejriwal claims he said “India should give up Kashmir”	None	http://www.altnews.in/fake-quote-ascribed-to-delhi-cm-kejriwal-claims-he-said-india-should-give-up-kashmir/	None	None	None	Pooja Chaudhuri	None	Fake quote ascribed to Delhi CM Kejriwal claims he said “India should give up Kashmir”	2018-09-19T22:05:11+00:00	None
45	Fake, provocative quote on Kashmir encounter attributed to Congress spokesperson Priyanka Chaturvedi	None	http://www.altnews.in/fake-provocative-quote-on-kashmir-encounter-attributed-to-congress-spokesperson-priyanka-chaturvedi/	None	None	None	Arjun Sidharth	None	Fake, provocative quote on Kashmir encounter attributed to Congress spokesperson Priyanka Chaturvedi	2018-09-18T22:42:13+00:00	None
46	Congress social media head shares old, misleading video about PM Modi’s education	None	http://www.altnews.in/congress-social-media-head-shares-old-debunked-video-about-pm-modi-later-admits-faux-pas/	None	None	None	Jignesh Patel	None	Congress social media head shares old, misleading video about PM Modi’s education	2018-09-18T20:49:14+00:00	None
47	Fake quote of Army chief General Bipin Rawat circulates on social media	None	http://www.altnews.in/fake-quote-of-army-chief-general-bipin-rawat-circulates-on-social-media/	None	None	None	Jignesh Patel	None	Fake quote of Army chief General Bipin Rawat circulates on social media	2018-09-18T17:21:59+00:00	None
48	Gujarat MLA Jignesh Mevani shares photoshopped image of PM Modi’s visit to Indore	None	http://www.altnews.in/gujarat-mla-jignesh-mevani-shares-photoshopped-image-of-pm-modis-visit-to-indore/	None	None	None	Jignesh Patel	None	Gujarat MLA Jignesh Mevani shares photoshopped image of PM Modi’s visit to Indore	2018-09-17T14:47:02+00:00	None
49	Madhu Kishwar tweets fake quote from parody account ascribed to rape accused Kerala Bishop	None	http://www.altnews.in/madhu-kishwar-tweets-fake-quote-from-parody-account-ascribed-to-rape-accused-kerala-bishop/	None	None	None	Jignesh Patel	None	Madhu Kishwar tweets fake quote from parody account ascribed to rape accused Kerala Bishop	2018-09-16T13:47:03+00:00	None
50	17 year old video of Imam Bukhari abusing Shabana Azmi being circulated with a false claim	None	http://www.altnews.in/17-year-old-video-of-imam-bukhari-abusing-shabana-azmi-being-circulated-with-a-false-claim/	None	None	None	Arjun Sidharth	None	17 year old video of Imam Bukhari abusing Shabana Azmi being circulated with a false claim	2018-09-15T19:59:46+00:00	None
51	Was Nehru thrashed by a mob in 1962 after “failure on China war”?	None	http://www.altnews.in/was-nehru-thrashed-by-a-mob-in-1962-after-failure-on-china-war/	None	None	None	Pooja Chaudhuri	None	Was Nehru thrashed by a mob in 1962 after “failure on China war”?	2018-09-14T22:22:51+00:00	None
52	No, Barack Obama has not taken up a private job as claimed on social media	None	http://www.altnews.in/no-barack-obama-has-not-taken-up-a-private-job-as-claimed-on-social-media/	None	None	None	Jignesh Patel	None	No, Barack Obama has not taken up a private job as claimed on social media	2018-09-13T21:41:32+00:00	None
53	No, India does not have 11 crore Rohingyas or 8 crore Bangladeshi refugees	None	http://www.altnews.in/no-india-does-not-have-11-crore-rohingyas-or-8-crore-bangladeshi-refugees/	None	None	None	Pooja Chaudhuri	None	No, India does not have 11 crore Rohingyas or 8 crore Bangladeshi refugees	2018-09-13T19:28:07+00:00	None
54	School bus of Sanskriti school in Pune not attacked during Bharat bandh; misleading images viral	None	http://www.altnews.in/school-bus-of-sanskriti-school-in-pune-not-attacked-during-bharat-bandh-misleading-images-viral/	None	None	None	Arjun Sidharth	None	School bus of Sanskriti school in Pune not attacked during Bharat bandh; misleading images viral	2018-09-11T11:29:23+00:00	None
55	Misleading reporting by Swarajya and Postcard News about Hardik Patel’s weight gain during fast	None	http://www.altnews.in/misleading-reporting-by-swarajya-and-postcard-news-about-hardik-patels-weight-gain-during-fast/	None	None	None	Jignesh Patel	None	Misleading reporting by Swarajya and Postcard News about Hardik Patel’s weight gain during fast	2018-09-09T00:48:52+00:00	None
56	No, Adolf Hitler had not said “Burn me alive if I am wrong” in 1936 speech at Essen	None	http://www.altnews.in/no-adolf-hitler-had-not-said-burn-me-alive-if-i-am-wrong-in-1936-speech-at-essen/	None	None	None	Arjun Sidharth	None	No, Adolf Hitler had not said “Burn me alive if I am wrong” in 1936 speech at Essen	2018-09-08T12:42:15+00:00	None
57	Old incident of BJP leader caught with girl in temple resurfaces with false image	None	http://www.altnews.in/old-incident-of-bjp-leader-caught-with-girl-in-temple-resurfaces-with-false-image/	None	None	None	Jignesh Patel	None	Old incident of BJP leader caught with girl in temple resurfaces with false image	2018-09-06T17:46:52+00:00	None
58	August round-up: Deluge of misinformation over Kerala floods	None	http://www.altnews.in/august-round-up-deluge-of-misinformation-over-kerala-floods/	None	None	None	Arjun Sidharth	None	August round-up: Deluge of misinformation over Kerala floods	2018-09-04T11:09:20+00:00	None
59	Pranab Mukherjee refutes claim about his foundation collaborating with RSS in Haryana	None	http://www.altnews.in/pranab-mukherjee-refutes-claim-about-his-foundation-collaborating-with-rss-in-haryana/	None	None	None	Arjun Sidharth	None	Pranab Mukherjee refutes claim about his foundation collaborating with RSS in Haryana	2018-09-02T21:52:50+00:00	None
60	Viral video: False claim of Naga Sadhu thrashed by Muslims in Uttarakhand	None	http://www.altnews.in/viral-false-video-claims-naga-sadhu-thrashed-by-muslims-in-uttarakhand/	None	None	None	Pooja Chaudhuri	None	Viral video: False claim of Naga Sadhu thrashed by Muslims in Uttarakhand	2018-09-02T19:14:02+00:00	None
61	BJP video on Rahul Gandhi and China includes misinformation debunked last year	None	http://www.altnews.in/bjp-video-on-rahul-gandhi-and-china-includes-misinformation-debunked-last-year/	None	None	None	Arjun Sidharth	None	BJP video on Rahul Gandhi and China includes misinformation debunked last year	2018-09-01T18:11:31+00:00	None
62	No, Banks will not remain closed in the first week of September, as claimed by viral WhatsApp forward	None	http://www.altnews.in/no-banks-will-not-remain-closed-in-the-first-week-of-september-as-claimed-by-viral-whatsapp-forward/	None	None	None	Pooja Chaudhuri	None	No, Banks will not remain closed in the first week of September, as claimed by viral WhatsApp forward	2018-08-31T17:01:47+00:00	None
63	Viral: Video of 2011 tsunami in Japan shared as that of Kerala	None	http://www.altnews.in/viral-video-of-2011-tsunami-in-japan-shared-as-that-of-kerala/	None	None	None	Jignesh Patel	None	Viral: Video of 2011 tsunami in Japan shared as that of Kerala	2018-08-31T00:51:23+00:00	None
64	Images of slaughter waste from Meerut create alarm. What’s the truth?	None	http://www.altnews.in/images-of-slaughter-waste-from-meerut-create-alarm-whats-the-truth/	None	None	None	Jignesh Patel	None	Images of slaughter waste from Meerut create alarm. What’s the truth?	2018-08-30T19:46:25+00:00	None
65	Did Khalistan supporters participate at Rahul Gandhi’s event in the UK?	None	http://www.altnews.in/did-khalistan-supporters-participate-at-rahul-gandhis-event-in-the-uk/	None	None	None	Arjun Sidharth	None	Did Khalistan supporters participate at Rahul Gandhi’s event in the UK?	2018-08-28T16:33:14+00:00	None
66	No, BJP ministers, MPs did not give Rs 25 crore cheque toward Kerala floods	None	http://www.altnews.in/no-bjp-ministers-mps-did-not-give-rs-25-crore-cheque-toward-kerala-floods/	None	None	None	Pooja Chaudhuri	None	No, BJP ministers, MPs did not give Rs 25 crore cheque toward Kerala floods	2018-08-27T19:29:18+00:00	None
67	Did Arnab Goswami call the people of Kerala “shameless”?	None	http://www.altnews.in/did-arnab-goswami-call-the-people-of-kerala-shameless/	None	None	None	Pooja Chaudhuri	None	Did Arnab Goswami call the people of Kerala “shameless”?	2018-08-27T11:59:56+00:00	None
68	Yet another parody account of Times Now – Times Wow, targets Navjot Singh Siddhu	None	http://www.altnews.in/yet-another-parody-account-of-times-now-times-wow-targets-navjot-singh-siddhu/	None	None	None	Priyanka Jha	None	Yet another parody account of Times Now – Times Wow, targets Navjot Singh Siddhu	2018-08-22T20:29:42+00:00	None
69	Misleading video of aerial survey used to target Karnataka CM Kumaraswamy	None	http://www.altnews.in/karnataka-kumaraswamy-aerial-survey-kodagu/	None	None	None	Pooja Chaudhuri	None	Misleading video of aerial survey used to target Karnataka CM Kumaraswamy	2018-08-21T12:15:35+00:00	None
70	Republic TV, NY Times share Kodagu, Karnataka landslide as that from Kerala	None	http://www.altnews.in/republic-tv-ny-times-share-kodagu-karnataka-landslide-as-that-from-kerala/	None	None	None	Jignesh Patel	None	Republic TV, NY Times share Kodagu, Karnataka landslide as that from Kerala	2018-08-21T08:45:13+00:00	None
71	Viral photo of PM Modi with doctors- Is it from AIIMS?	None	http://www.altnews.in/viral-photo-of-pm-modi-with-doctors-is-it-from-aiims/	None	None	None	Arjun Sidharth	None	Viral photo of PM Modi with doctors- Is it from AIIMS?	2018-08-18T00:43:30+00:00	None
72	No, PM Modi is not paying homage to Atal Bihari Vajpayee in this photograph	None	http://www.altnews.in/no-pm-modi-is-not-paying-homage-to-atal-bihari-vajpayee-in-this-photograph/	None	None	None	Jignesh Patel	None	No, PM Modi is not paying homage to Atal Bihari Vajpayee in this photograph	2018-08-17T20:43:12+00:00	None
73	Did Arvind Kejriwal celebrate his birthday after former PM Atal Bihari Vajpayee’s death?	None	http://www.altnews.in/did-arvind-kejriwal-celebrate-his-birthday-after-former-pm-atal-bihari-vajpayees-death/	None	None	None	Pooja Chaudhuri	None	Did Arvind Kejriwal celebrate his birthday after former PM Atal Bihari Vajpayee’s death?	2018-08-17T19:29:43+00:00	None
74	How media outlets announced former PM Atal Bihari Vajpayee’s death prematurely	None	http://www.altnews.in/atal-bihari-vajpayee-death-national-media/	None	None	None	Pooja Chaudhuri	None	How media outlets announced former PM Atal Bihari Vajpayee’s death prematurely	2018-08-16T21:05:16+00:00	None
75	Doordarshan deletes tweets, tries to cover-up Amit Shah’s flag hoisting blooper	None	http://www.altnews.in/doordarshan-deletes-tweets-tries-to-cover-up-amit-shahs-flag-hoisting-blooper/	None	None	None	Alt News Desk	None	Doordarshan deletes tweets, tries to cover-up Amit Shah’s flag hoisting blooper	2018-08-16T14:57:13+00:00	None
76	Old riot video from Asansol shared as Hindu procession attacked by Muslims in Bhagalpur	None	http://www.altnews.in/old-riot-video-from-asansol-shared-as-hindu-procession-attacked-by-muslims-in-bhagalpur/	None	None	None	Jignesh Patel	None	Old riot video from Asansol shared as Hindu procession attacked by Muslims in Bhagalpur	2018-08-14T20:29:50+00:00	None
77	Did the Congress party use a mortuary van for political campaigning in Madhya Pradesh?	None	http://www.altnews.in/did-the-congress-party-use-a-mortuary-van-for-political-campaigning-in-madhya-pradesh/	None	None	None	Arjun Sidharth	None	Did the Congress party use a mortuary van for political campaigning in Madhya Pradesh?	2018-08-14T19:24:00+00:00	None
78	Viral Video: False testimony by journalist that Umar Khalid was not attacked	None	http://www.altnews.in/viral-video-false-testimony-by-journalist-that-umar-khalid-was-not-attacked/	None	None	None	Arjun Sidharth	None	Viral Video: False testimony by journalist that Umar Khalid was not attacked	2018-08-13T19:59:49+00:00	None
79	Postcard News founder falsely claims Pakistan’s independence day to be celebrated in West Bengal	None	http://www.altnews.in/postcard-news-founder-falsely-claims-pakistans-independence-day-to-be-celebrated-in-west-bengal/	None	None	None	Alt News Desk	None	Postcard News founder falsely claims Pakistan’s independence day to be celebrated in West Bengal	2018-08-11T16:48:54+00:00	None
80	False Claim: Girija Tripathi, accused in Deoria shelter home case is BJP MP Kalraj Mishra’s sister	None	http://www.altnews.in/false-claim-girija-tripathi-accused-in-deoria-shelter-home-case-is-bjp-mp-kalraj-mishras-sister/	None	None	None	Jignesh Patel	None	False Claim: Girija Tripathi, accused in Deoria shelter home case is BJP MP Kalraj Mishra’s sister	2018-08-11T14:28:48+00:00	None
81	Times HOW returns, snares Janta Ka Reporter this time with satirical tweet	None	http://www.altnews.in/times-how-returns-snares-janta-ka-reporter-this-time-with-satirical-tweet/	None	None	None	Arjun Sidharth	None	Times HOW returns, snares Janta Ka Reporter this time with satirical tweet	2018-08-11T12:03:14+00:00	None
82	Article outlining right-wing perspective on Kashmir falsely credited to author Ira Pande	None	http://www.altnews.in/article-outlining-right-wing-perspective-on-kashmir-falsely-credited-to-author-ira-pande/	None	None	None	Arjun Sidharth	None	Article outlining right-wing perspective on Kashmir falsely credited to author Ira Pande	2018-08-08T18:08:19+00:00	None
83	Did UP police lathicharge youth sitting on dharna outside CM Yogi Adityanath’s residence?	None	http://www.altnews.in/did-up-police-lathicharge-youth-sitting-on-dharna-outside-cm-yogi-adityanaths-residence/	None	None	None	Arjun Sidharth	None	Did UP police lathicharge youth sitting on dharna outside CM Yogi Adityanath’s residence?	2018-08-07T18:38:49+00:00	None
84	Gabbar Singh has a look-alike, but he is not from Karachi as reported by Pak and Indian media	None	http://www.altnews.in/gabbar-singh-has-a-look-alike-but-he-is-not-from-karachi-as-reported-by-pak-and-indian-media/	None	None	None	Arjun Sidharth	None	Gabbar Singh has a look-alike, but he is not from Karachi as reported by Pak and Indian media	2018-08-03T18:40:29+00:00	None
85	Fact check: Has Dr. Manmohan Singh been awarded as the ‘strongest PM in the world’?	None	http://www.altnews.in/fact-check-has-dr-manmohan-singh-been-awarded-as-the-strongest-pm-in-the-world/	None	None	None	Arjun Sidharth	None	Fact check: Has Dr. Manmohan Singh been awarded as the ‘strongest PM in the world’?	2018-08-01T20:55:05+00:00	None
86	Fake: Photo of Rahul Gandhi checking out images of scantily clad women on his phone	None	http://www.altnews.in/fake-photo-of-rahul-gandhi-checking-out-images-of-scantily-clad-women-on-his-phone/	None	None	None	Arjun Sidharth	None	Fake: Photo of Rahul Gandhi checking out images of scantily clad women on his phone	2018-07-31T18:43:05+00:00	None
87	Cherry-picked photos, misleading narratives: How Postcard News, India Today got it wrong	None	http://www.altnews.in/cherry-picked-photos-misleading-narratives-how-postcard-news-india-today-got-it-wrong/	None	None	None	Arjun Sidharth	None	Cherry-picked photos, misleading narratives: How Postcard News, India Today got it wrong	2018-07-30T23:49:27+00:00	None
